mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
53357797,18,18201,2021,08,0,0,110
53357797,18,18201,2021,08,0,1,133
53357797,18,18201,2021,08,0,2,121
53357797,18,18201,2021,08,1,0,50
53357797,18,18201,2021,08,1,1,53
53357797,18,18201,2021,08,1,2,51
53357797,18,18201,2021,08,2,0,69
53357797,18,18201,2021,08,2,1,79
53357797,18,18201,2021,08,2,2,74
53367176,18,18201,2021,08,0,0,256
53367176,18,18201,2021,08,0,1,292
53367176,18,18201,2021,08,0,2,271
53367176,18,18201,2021,08,1,0,206
53367176,18,18201,2021,08,1,1,279
53367176,18,18201,2021,08,1,2,250
53367176,18,18201,2021,08,2,0,222
53367176,18,18201,2021,08,2,1,283
53367176,18,18201,2021,08,2,2,257
53367186,18,18201,2021,08,0,0,210
53367186,18,18201,2021,08,0,1,83
53367186,18,18201,2021,08,0,2,162
53367186,18,18201,2021,08,1,0,269
53367186,18,18201,2021,08,1,1,118
53367186,18,18201,2021,08,1,2,191
53367186,18,18201,2021,08,2,0,250
53367186,18,18201,2021,08,2,1,107
53367186,18,18201,2021,08,2,2,182
53367187,18,18201,2021,08,0,0,41
53367187,18,18201,2021,08,0,1,33
53367187,18,18201,2021,08,0,2,35
53367187,18,18201,2021,08,1,1,11
53367187,18,18201,2021,08,2,0,17
53367187,18,18201,2021,08,2,1,18
53367187,18,18201,2021,08,2,2,16
53367189,18,18201,2021,08,0,0,176
53367189,18,18201,2021,08,0,1,246
53367189,18,18201,2021,08,0,2,207
53367189,18,18201,2021,08,1,0,153
53367189,18,18201,2021,08,1,1,228
53367189,18,18201,2021,08,1,2,183
53367189,18,18201,2021,08,2,0,161
53367189,18,18201,2021,08,2,1,233
53367189,18,18201,2021,08,2,2,191
53367191,18,18201,2021,08,0,0,364
53367191,18,18201,2021,08,0,1,495
53367191,18,18201,2021,08,0,2,455
53367191,18,18201,2021,08,1,0,289
53367191,18,18201,2021,08,1,1,491
53367191,18,18201,2021,08,1,2,381
53367191,18,18201,2021,08,2,0,313
53367191,18,18201,2021,08,2,1,493
53367191,18,18201,2021,08,2,2,405
53367192,18,18201,2021,08,0,0,106
53367192,18,18201,2021,08,0,2,57
53367192,18,18201,2021,08,1,0,91
53367192,18,18201,2021,08,1,1,141
53367192,18,18201,2021,08,1,2,111
53367192,18,18201,2021,08,2,0,96
53367192,18,18201,2021,08,2,1,97
53367192,18,18201,2021,08,2,2,94
53367194,18,18201,2021,08,0,0,113
53367194,18,18201,2021,08,0,1,99
53367194,18,18201,2021,08,0,2,102
53367194,18,18201,2021,08,1,0,30
53367194,18,18201,2021,08,1,1,12
53367194,18,18201,2021,08,1,2,19
53367194,18,18201,2021,08,2,0,57
53367194,18,18201,2021,08,2,1,40
53367194,18,18201,2021,08,2,2,46
53367195,18,18201,2021,08,0,0,1123
53367195,18,18201,2021,08,0,1,1044
53367195,18,18201,2021,08,0,2,1025
53367195,18,18201,2021,08,1,0,1610
53367195,18,18201,2021,08,1,1,1103
53367195,18,18201,2021,08,1,2,1283
53367195,18,18201,2021,08,2,0,1453
53367195,18,18201,2021,08,2,1,1084
53367195,18,18201,2021,08,2,2,1200
53367196,18,18201,2021,08,0,0,689
53367196,18,18201,2021,08,0,1,561
53367196,18,18201,2021,08,0,2,624
53367196,18,18201,2021,08,1,0,921
53367196,18,18201,2021,08,1,1,661
53367196,18,18201,2021,08,1,2,812
53367196,18,18201,2021,08,2,0,846
53367196,18,18201,2021,08,2,1,629
53367196,18,18201,2021,08,2,2,751
53367197,18,18201,2021,08,0,0,65
53367197,18,18201,2021,08,0,1,27
53367197,18,18201,2021,08,0,2,51
53367197,18,18201,2021,08,1,0,34
53367197,18,18201,2021,08,1,1,15
53367197,18,18201,2021,08,1,2,26
53367197,18,18201,2021,08,2,0,44
53367197,18,18201,2021,08,2,1,19
53367197,18,18201,2021,08,2,2,34
53367198,18,18201,2021,08,0,0,26
53367198,18,18201,2021,08,0,1,25
53367198,18,18201,2021,08,0,2,20
53367198,18,18201,2021,08,1,0,34
53367198,18,18201,2021,08,1,1,67
53367198,18,18201,2021,08,1,2,42
53367198,18,18201,2021,08,2,0,32
53367198,18,18201,2021,08,2,1,53
53367198,18,18201,2021,08,2,2,35
53367199,18,18201,2021,08,0,0,155
53367199,18,18201,2021,08,0,1,173
53367199,18,18201,2021,08,0,2,162
53367199,18,18201,2021,08,1,0,29
53367199,18,18201,2021,08,1,1,22
53367199,18,18201,2021,08,1,2,25
53367199,18,18201,2021,08,2,0,69
53367199,18,18201,2021,08,2,1,71
53367199,18,18201,2021,08,2,2,69
53367238,18,18201,2021,08,0,0,79
53367238,18,18201,2021,08,0,1,52
53367238,18,18201,2021,08,0,2,62
53367238,18,18201,2021,08,1,0,41
53367238,18,18201,2021,08,1,1,22
53367238,18,18201,2021,08,1,2,32
53367238,18,18201,2021,08,2,0,53
53367238,18,18201,2021,08,2,1,32
53367238,18,18201,2021,08,2,2,42
53367248,18,18201,2021,08,1,1,11
53367259,18,18201,2021,08,0,0,11
53367259,18,18201,2021,08,1,0,34
53367259,18,18201,2021,08,1,2,15
53367259,18,18201,2021,08,2,0,26
53367259,18,18201,2021,08,2,2,12
53367272,18,18201,2021,08,0,2,15
53367274,18,18201,2021,08,0,0,31
53367274,18,18201,2021,08,1,0,17
53367274,18,18201,2021,08,2,0,21
53367279,18,18201,2021,08,0,0,26
53367279,18,18201,2021,08,0,2,16
53367279,18,18201,2021,08,1,0,30
53367279,18,18201,2021,08,1,2,20
53367279,18,18201,2021,08,2,0,29
53367279,18,18201,2021,08,2,2,19
53367280,18,18201,2021,08,0,0,299
53367280,18,18201,2021,08,0,1,426
53367280,18,18201,2021,08,0,2,377
53367280,18,18201,2021,08,1,0,147
53367280,18,18201,2021,08,1,1,438
53367280,18,18201,2021,08,1,2,305
53367280,18,18201,2021,08,2,0,196
53367280,18,18201,2021,08,2,1,434
53367280,18,18201,2021,08,2,2,328
53367281,18,18201,2021,08,0,0,240
53367281,18,18201,2021,08,0,1,147
53367281,18,18201,2021,08,0,2,207
53367281,18,18201,2021,08,1,0,26
53367281,18,18201,2021,08,1,1,66
53367281,18,18201,2021,08,1,2,46
53367281,18,18201,2021,08,2,0,95
53367281,18,18201,2021,08,2,1,92
53367281,18,18201,2021,08,2,2,98
53367282,18,18201,2021,08,0,0,103
53367282,18,18201,2021,08,0,1,295
53367282,18,18201,2021,08,0,2,186
53367282,18,18201,2021,08,1,0,77
53367282,18,18201,2021,08,1,1,199
53367282,18,18201,2021,08,1,2,150
53367282,18,18201,2021,08,2,0,85
53367282,18,18201,2021,08,2,1,230
53367282,18,18201,2021,08,2,2,162
53367283,18,18201,2021,08,0,0,112
53367283,18,18201,2021,08,0,1,30
53367283,18,18201,2021,08,0,2,48
53367283,18,18201,2021,08,1,0,177
53367283,18,18201,2021,08,1,1,31
53367283,18,18201,2021,08,1,2,73
53367283,18,18201,2021,08,2,0,156
53367283,18,18201,2021,08,2,1,31
53367283,18,18201,2021,08,2,2,65
53367288,18,18201,2021,08,0,0,187
53367288,18,18201,2021,08,0,1,374
53367288,18,18201,2021,08,0,2,251
53367288,18,18201,2021,08,1,0,133
53367288,18,18201,2021,08,1,1,333
53367288,18,18201,2021,08,1,2,233
53367288,18,18201,2021,08,2,0,151
53367288,18,18201,2021,08,2,1,346
53367288,18,18201,2021,08,2,2,239
53367290,18,18201,2021,08,0,0,34
53367290,18,18201,2021,08,0,1,53
53367290,18,18201,2021,08,0,2,41
53367290,18,18201,2021,08,1,0,29
53367290,18,18201,2021,08,1,1,28
53367290,18,18201,2021,08,1,2,27
53367290,18,18201,2021,08,2,0,31
53367290,18,18201,2021,08,2,1,36
53367290,18,18201,2021,08,2,2,32
53367291,18,18201,2021,08,0,1,49
53367291,18,18201,2021,08,0,2,19
53367291,18,18201,2021,08,1,1,22
53367291,18,18201,2021,08,2,1,31
53367291,18,18201,2021,08,2,2,10
53367293,18,18201,2021,08,0,0,92
53367293,18,18201,2021,08,0,1,35
53367293,18,18201,2021,08,0,2,41
53367293,18,18201,2021,08,1,0,78
