year,month,dayflag,timezone,prefcode,citycode,from_area,population
2021,06,1,2,18,18209,3,1103
2021,06,2,0,18,18209,0,56664
2021,06,2,0,18,18209,1,19752
2021,06,2,0,18,18209,2,512
2021,06,2,0,18,18209,3,1309
2021,06,2,1,18,18209,0,73621
2021,06,2,1,18,18209,1,6005
2021,06,2,1,18,18209,2,210
2021,06,2,1,18,18209,3,1003
2021,06,2,2,18,18209,0,65913
2021,06,2,2,18,18209,1,11927
2021,06,2,2,18,18209,2,307
2021,06,2,2,18,18209,3,1115
2021,06,0,0,18,18210,0,66235
2021,06,0,0,18,18210,1,16196
2021,06,0,0,18,18210,2,1587
2021,06,0,0,18,18210,3,2103
2021,06,0,1,18,18210,0,79827
2021,06,0,1,18,18210,1,5628
2021,06,0,1,18,18210,2,554
2021,06,0,1,18,18210,3,1418
2021,06,0,2,18,18210,0,74493
2021,06,0,2,18,18210,1,9660
2021,06,0,2,18,18210,2,979
2021,06,0,2,18,18210,3,1596
2021,06,1,0,18,18210,0,51584
2021,06,1,0,18,18210,1,25389
2021,06,1,0,18,18210,2,1357
2021,06,1,0,18,18210,3,1592
2021,06,1,1,18,18210,0,78035
2021,06,1,1,18,18210,1,5904
2021,06,1,1,18,18210,2,557
2021,06,1,1,18,18210,3,954
2021,06,1,2,18,18210,0,66154
2021,06,1,2,18,18210,1,14486
2021,06,1,2,18,18210,2,839
2021,06,1,2,18,18210,3,1160
2021,06,2,0,18,18210,0,55491
2021,06,2,0,18,18210,1,22938
2021,06,2,0,18,18210,2,1419
2021,06,2,0,18,18210,3,1728
2021,06,2,1,18,18210,0,78513
2021,06,2,1,18,18210,1,5830
2021,06,2,1,18,18210,2,556
2021,06,2,1,18,18210,3,1077
2021,06,2,2,18,18210,0,68378
2021,06,2,2,18,18210,1,13199
2021,06,2,2,18,18210,2,876
2021,06,2,2,18,18210,3,1276
2021,06,0,0,18,18322,0,12095
2021,06,0,0,18,18322,1,3545
2021,06,0,0,18,18322,2,357
2021,06,0,0,18,18322,3,483
2021,06,0,1,18,18322,0,17064
2021,06,0,1,18,18322,1,1489
2021,06,0,1,18,18322,2,253
2021,06,0,1,18,18322,3,246
2021,06,0,2,18,18322,0,15012
2021,06,0,2,18,18322,1,2475
2021,06,0,2,18,18322,2,258
2021,06,0,2,18,18322,3,304
2021,06,1,0,18,18322,0,9766
2021,06,1,0,18,18322,1,7050
2021,06,1,0,18,18322,2,453
2021,06,1,0,18,18322,3,272
2021,06,1,1,18,18322,0,17090
2021,06,1,1,18,18322,1,2317
2021,06,1,1,18,18322,2,123
2021,06,1,1,18,18322,3,190
2021,06,1,2,18,18322,0,13595
2021,06,1,2,18,18322,1,4480
2021,06,1,2,18,18322,2,279
2021,06,1,2,18,18322,3,196
2021,06,2,0,18,18322,0,10387
2021,06,2,0,18,18322,1,6116
2021,06,2,0,18,18322,2,428
2021,06,2,0,18,18322,3,328
2021,06,2,1,18,18322,0,17083
2021,06,2,1,18,18322,1,2096
2021,06,2,1,18,18322,2,157
2021,06,2,1,18,18322,3,204
2021,06,2,2,18,18322,0,13973
2021,06,2,2,18,18322,1,3946
2021,06,2,2,18,18322,2,273
2021,06,2,2,18,18322,3,225
2021,06,0,0,18,18382,0,1678
2021,06,0,0,18,18382,1,787
2021,06,0,0,18,18382,2,78
2021,06,0,0,18,18382,3,58
2021,06,0,1,18,18382,0,1853
2021,06,0,1,18,18382,1,238
2021,06,0,1,18,18382,2,34
2021,06,0,2,18,18382,0,1721
2021,06,0,2,18,18382,1,414
2021,06,0,2,18,18382,2,32
2021,06,0,2,18,18382,3,18
2021,06,1,0,18,18382,0,1970
2021,06,1,0,18,18382,1,1211
2021,06,1,0,18,18382,2,16
2021,06,1,0,18,18382,3,54
2021,06,1,1,18,18382,0,2439
2021,06,1,1,18,18382,1,216
2021,06,1,1,18,18382,2,22
2021,06,1,2,18,18382,0,2239
2021,06,1,2,18,18382,1,625
2021,06,1,2,18,18382,2,17
2021,06,1,2,18,18382,3,24
2021,06,2,0,18,18382,0,1892
2021,06,2,0,18,18382,1,1098
2021,06,2,0,18,18382,2,32
2021,06,2,0,18,18382,3,55
2021,06,2,1,18,18382,0,2283
2021,06,2,1,18,18382,1,222
2021,06,2,1,18,18382,2,25
2021,06,2,2,18,18382,0,2101
2021,06,2,2,18,18382,1,568
2021,06,2,2,18,18382,2,21
2021,06,2,2,18,18382,3,22
2021,06,0,0,18,18404,0,5773
2021,06,0,0,18,18404,1,3060
2021,06,0,0,18,18404,2,260
2021,06,0,0,18,18404,3,1135
2021,06,0,1,18,18404,0,8148
2021,06,0,1,18,18404,1,1030
2021,06,0,1,18,18404,2,140
2021,06,0,1,18,18404,3,499
2021,06,0,2,18,18404,0,7395
2021,06,0,2,18,18404,1,2040
2021,06,0,2,18,18404,2,220
2021,06,0,2,18,18404,3,804
2021,06,1,0,18,18404,0,4331
2021,06,1,0,18,18404,1,3247
2021,06,1,0,18,18404,2,215
2021,06,1,0,18,18404,3,738
2021,06,1,1,18,18404,0,8747
2021,06,1,1,18,18404,1,812
2021,06,1,1,18,18404,2,126
2021,06,1,1,18,18404,3,276
2021,06,1,2,18,18404,0,6760
2021,06,1,2,18,18404,1,1897
2021,06,1,2,18,18404,2,191
2021,06,1,2,18,18404,3,488
2021,06,2,0,18,18404,0,4716
2021,06,2,0,18,18404,1,3197
2021,06,2,0,18,18404,2,227
2021,06,2,0,18,18404,3,844
2021,06,2,1,18,18404,0,8588
2021,06,2,1,18,18404,1,871
2021,06,2,1,18,18404,2,130
2021,06,2,1,18,18404,3,335
2021,06,2,2,18,18404,0,6929
2021,06,2,2,18,18404,1,1935
2021,06,2,2,18,18404,2,199
2021,06,2,2,18,18404,3,572
2021,06,0,0,18,18423,0,13587
2021,06,0,0,18,18423,1,3454
2021,06,0,0,18,18423,2,98
2021,06,0,0,18,18423,3,828
2021,06,0,1,18,18423,0,18442
2021,06,0,1,18,18423,1,1866
2021,06,0,1,18,18423,2,74
2021,06,0,1,18,18423,3,548
2021,06,0,2,18,18423,0,16561
2021,06,0,2,18,18423,1,2473
2021,06,0,2,18,18423,2,81
2021,06,0,2,18,18423,3,670
2021,06,1,0,18,18423,0,10796
2021,06,1,0,18,18423,1,4859
2021,06,1,0,18,18423,2,81
2021,06,1,0,18,18423,3,307
2021,06,1,1,18,18423,0,18676
2021,06,1,1,18,18423,1,1501
2021,06,1,1,18,18423,2,42
2021,06,1,1,18,18423,3,222
2021,06,1,2,18,18423,0,14644
2021,06,1,2,18,18423,1,2947
2021,06,1,2,18,18423,2,59
2021,06,1,2,18,18423,3,309
2021,06,2,0,18,18423,0,11540
2021,06,2,0,18,18423,1,4485
2021,06,2,0,18,18423,2,85
2021,06,2,0,18,18423,3,446
2021,06,2,1,18,18423,0,18614
2021,06,2,1,18,18423,1,1598
2021,06,2,1,18,18423,2,51
2021,06,2,1,18,18423,3,309
2021,06,2,2,18,18423,0,15155
2021,06,2,2,18,18423,1,2821
2021,06,2,2,18,18423,2,65
2021,06,2,2,18,18423,3,405
2021,06,0,0,18,18442,0,6656
2021,06,0,0,18,18442,1,2047
2021,06,0,0,18,18442,2,132
2021,06,0,0,18,18442,3,1030
2021,06,0,1,18,18442,0,8251
2021,06,0,1,18,18442,1,1098
2021,06,0,1,18,18442,2,38
2021,06,0,1,18,18442,3,388
2021,06,0,2,18,18442,0,7479
2021,06,0,2,18,18442,1,1549
2021,06,0,2,18,18442,2,87
2021,06,0,2,18,18442,3,677
2021,06,1,0,18,18442,0,6633
2021,06,1,0,18,18442,1,4470
2021,06,1,0,18,18442,2,225
2021,06,1,0,18,18442,3,1055
2021,06,1,1,18,18442,0,8955
2021,06,1,1,18,18442,1,1276
2021,06,1,1,18,18442,2,197
2021,06,1,1,18,18442,3,492
2021,06,1,2,18,18442,0,7830
2021,06,1,2,18,18442,1,2711
2021,06,1,2,18,18442,2,212
2021,06,1,2,18,18442,3,767
2021,06,2,0,18,18442,0,6639
2021,06,2,0,18,18442,1,3824
2021,06,2,0,18,18442,2,201
2021,06,2,0,18,18442,3,1048
2021,06,2,1,18,18442,0,8767
2021,06,2,1,18,18442,1,1228
2021,06,2,1,18,18442,2,155
2021,06,2,1,18,18442,3,465
2021,06,2,2,18,18442,0,7736
2021,06,2,2,18,18442,1,2401
2021,06,2,2,18,18442,2,178
2021,06,2,2,18,18442,3,743
2021,06,0,0,18,18481,0,7348
2021,06,0,0,18,18481,1,1182
2021,06,0,0,18,18481,2,37
2021,06,0,0,18,18481,3,2192
2021,06,0,1,18,18481,0,8765
2021,06,0,1,18,18481,1,350
2021,06,0,1,18,18481,2,50
2021,06,0,1,18,18481,3,1019
2021,06,0,2,18,18481,0,8207
2021,06,0,2,18,18481,1,624
2021,06,0,2,18,18481,2,38
2021,06,0,2,18,18481,3,1495
2021,06,1,0,18,18481,0,7762
2021,06,1,0,18,18481,1,2262
2021,06,1,0,18,18481,2,34
2021,06,1,0,18,18481,3,2596
2021,06,1,1,18,18481,0,9268
2021,06,1,1,18,18481,1,367
2021,06,1,1,18,18481,2,30
2021,06,1,1,18,18481,3,864
2021,06,1,2,18,18481,0,8531
2021,06,1,2,18,18481,1,1158
2021,06,1,2,18,18481,2,27
2021,06,1,2,18,18481,3,1531
2021,06,2,0,18,18481,0,7652
2021,06,2,0,18,18481,1,1974
2021,06,2,0,18,18481,2,35
2021,06,2,0,18,18481,3,2488
2021,06,2,1,18,18481,0,9134
2021,06,2,1,18,18481,1,363
2021,06,2,1,18,18481,2,36
2021,06,2,1,18,18481,3,905
2021,06,2,2,18,18481,0,8445
2021,06,2,2,18,18481,1,1016
2021,06,2,2,18,18481,2,30
2021,06,2,2,18,18481,3,1522
2021,06,0,0,18,18483,0,5166
2021,06,0,0,18,18483,1,1231
2021,06,0,0,18,18483,3,1332
2021,06,0,1,18,18483,0,6794
2021,06,0,1,18,18483,1,273
2021,06,0,1,18,18483,3,576
2021,06,0,2,18,18483,0,6035
2021,06,0,2,18,18483,1,659
2021,06,0,2,18,18483,3,885
2021,06,1,0,18,18483,0,5480
2021,06,1,0,18,18483,1,2406
2021,06,1,0,18,18483,2,25
2021,06,1,0,18,18483,3,1466
2021,06,1,1,18,18483,0,7358
2021,06,1,1,18,18483,1,621
2021,06,1,1,18,18483,2,20
2021,06,1,1,18,18483,3,438
2021,06,1,2,18,18483,0,6457
2021,06,1,2,18,18483,1,1431
2021,06,1,2,18,18483,2,18
2021,06,1,2,18,18483,3,856
2021,06,2,0,18,18483,0,5396
2021,06,2,0,18,18483,1,2093
2021,06,2,0,18,18483,2,20
2021,06,2,0,18,18483,3,1430
2021,06,2,1,18,18483,0,7208
2021,06,2,1,18,18483,1,528
2021,06,2,1,18,18483,2,15
2021,06,2,1,18,18483,3,475
2021,06,2,2,18,18483,0,6344
2021,06,2,2,18,18483,1,1225
2021,06,2,2,18,18483,2,14
2021,06,2,2,18,18483,3,864
2021,06,0,0,18,18501,0,11892
2021,06,0,0,18,18501,1,2561
2021,06,0,0,18,18501,2,128
2021,06,0,0,18,18501,3,2095
2021,06,0,1,18,18501,0,13890
2021,06,0,1,18,18501,1,930
2021,06,0,1,18,18501,3,1019
2021,06,0,2,18,18501,0,12983
2021,06,0,2,18,18501,1,1616
2021,06,0,2,18,18501,2,52
2021,06,0,2,18,18501,3,1281
2021,06,1,0,18,18501,0,9796
2021,06,1,0,18,18501,1,3155
2021,06,1,0,18,18501,2,119
2021,06,1,0,18,18501,3,1320
2021,06,1,1,18,18501,0,13598
2021,06,1,1,18,18501,1,1237
2021,06,1,1,18,18501,2,27
2021,06,1,1,18,18501,3,487
2021,06,1,2,18,18501,0,11886
2021,06,1,2,18,18501,1,2035
2021,06,1,2,18,18501,2,57
2021,06,1,2,18,18501,3,795
2021,06,2,0,18,18501,0,10355
2021,06,2,0,18,18501,1,2996
2021,06,2,0,18,18501,2,122
2021,06,2,0,18,18501,3,1527
2021,06,2,1,18,18501,0,13676
2021,06,2,1,18,18501,1,1155
2021,06,2,1,18,18501,2,20
2021,06,2,1,18,18501,3,629
2021,06,2,2,18,18501,0,12179
2021,06,2,2,18,18501,1,1923
2021,06,2,2,18,18501,2,56
2021,06,2,2,18,18501,3,925
