year,month,dayflag,timezone,prefcode,citycode,from_area,population
2021,10,0,0,18,18201,0,215696
2021,10,0,0,18,18201,1,48479
2021,10,0,0,18,18201,2,5461
2021,10,0,0,18,18201,3,8950
2021,10,0,1,18,18201,0,240694
2021,10,0,1,18,18201,1,17156
2021,10,0,1,18,18201,2,2535
2021,10,0,1,18,18201,3,7696
2021,10,0,2,18,18201,0,231084
2021,10,0,2,18,18201,1,30368
2021,10,0,2,18,18201,2,3596
2021,10,0,2,18,18201,3,8184
2021,10,1,0,18,18201,0,210301
2021,10,1,0,18,18201,1,76148
2021,10,1,0,18,18201,2,5988
2021,10,1,0,18,18201,3,7417
2021,10,1,1,18,18201,0,245472
2021,10,1,1,18,18201,1,20730
2021,10,1,1,18,18201,2,2267
2021,10,1,1,18,18201,3,7185
2021,10,1,2,18,18201,0,229878
2021,10,1,2,18,18201,1,46882
2021,10,1,2,18,18201,2,3905
2021,10,1,2,18,18201,3,7196
2021,10,2,0,18,18201,0,212042
2021,10,2,0,18,18201,1,67222
2021,10,2,0,18,18201,2,5818
2021,10,2,0,18,18201,3,7912
2021,10,2,1,18,18201,0,243931
2021,10,2,1,18,18201,1,19577
2021,10,2,1,18,18201,2,2353
2021,10,2,1,18,18201,3,7350
2021,10,2,2,18,18201,0,230267
2021,10,2,2,18,18201,1,41555
2021,10,2,2,18,18201,2,3805
2021,10,2,2,18,18201,3,7515
2021,10,0,0,18,18202,0,50088
2021,10,0,0,18,18202,1,7536
2021,10,0,0,18,18202,2,813
2021,10,0,0,18,18202,3,7362
2021,10,0,1,18,18202,0,57293
2021,10,0,1,18,18202,1,2453
2021,10,0,1,18,18202,2,502
2021,10,0,1,18,18202,3,3864
2021,10,0,2,18,18202,0,54536
2021,10,0,2,18,18202,1,4538
2021,10,0,2,18,18202,2,709
2021,10,0,2,18,18202,3,5255
2021,10,1,0,18,18202,0,54317
2021,10,1,0,18,18202,1,8418
2021,10,1,0,18,18202,2,1255
2021,10,1,0,18,18202,3,4980
2021,10,1,1,18,18202,0,60414
2021,10,1,1,18,18202,1,2076
2021,10,1,1,18,18202,2,841
2021,10,1,1,18,18202,3,3002
2021,10,1,2,18,18202,0,57758
2021,10,1,2,18,18202,1,4836
2021,10,1,2,18,18202,2,1032
2021,10,1,2,18,18202,3,3779
2021,10,2,0,18,18202,0,52952
2021,10,2,0,18,18202,1,8133
2021,10,2,0,18,18202,2,1112
2021,10,2,0,18,18202,3,5748
2021,10,2,1,18,18202,0,59407
2021,10,2,1,18,18202,1,2198
2021,10,2,1,18,18202,2,732
2021,10,2,1,18,18202,3,3280
2021,10,2,2,18,18202,0,56719
2021,10,2,2,18,18202,1,4740
2021,10,2,2,18,18202,2,928
2021,10,2,2,18,18202,3,4255
2021,10,0,0,18,18204,0,22972
2021,10,0,0,18,18204,1,3169
2021,10,0,0,18,18204,2,400
2021,10,0,0,18,18204,3,3788
2021,10,0,1,18,18204,0,25813
2021,10,0,1,18,18204,1,1318
2021,10,0,1,18,18204,2,314
2021,10,0,1,18,18204,3,1880
2021,10,0,2,18,18204,0,24801
2021,10,0,2,18,18204,1,2119
2021,10,0,2,18,18204,2,327
2021,10,0,2,18,18204,3,2366
2021,10,1,0,18,18204,0,22827
2021,10,1,0,18,18204,1,4146
2021,10,1,0,18,18204,2,312
2021,10,1,0,18,18204,3,1661
2021,10,1,1,18,18204,0,26801
2021,10,1,1,18,18204,1,1570
2021,10,1,1,18,18204,2,183
2021,10,1,1,18,18204,3,1009
2021,10,1,2,18,18204,0,25159
2021,10,1,2,18,18204,1,2818
2021,10,1,2,18,18204,2,220
2021,10,1,2,18,18204,3,1301
2021,10,2,0,18,18204,0,22874
2021,10,2,0,18,18204,1,3831
2021,10,2,0,18,18204,2,340
2021,10,2,0,18,18204,3,2347
2021,10,2,1,18,18204,0,26482
2021,10,2,1,18,18204,1,1489
2021,10,2,1,18,18204,2,225
2021,10,2,1,18,18204,3,1290
2021,10,2,2,18,18204,0,25043
2021,10,2,2,18,18204,1,2592
2021,10,2,2,18,18204,2,254
2021,10,2,2,18,18204,3,1645
2021,10,0,0,18,18205,0,26560
2021,10,0,0,18,18205,1,4771
2021,10,0,0,18,18205,2,670
2021,10,0,0,18,18205,3,1962
2021,10,0,1,18,18205,0,29893
2021,10,0,1,18,18205,1,1529
2021,10,0,1,18,18205,2,360
2021,10,0,1,18,18205,3,878
2021,10,0,2,18,18205,0,28649
2021,10,0,2,18,18205,1,2631
2021,10,0,2,18,18205,2,448
2021,10,0,2,18,18205,3,1261
2021,10,1,0,18,18205,0,22429
2021,10,1,0,18,18205,1,5021
2021,10,1,0,18,18205,2,221
2021,10,1,0,18,18205,3,1558
2021,10,1,1,18,18205,0,30194
2021,10,1,1,18,18205,1,1209
2021,10,1,1,18,18205,2,61
2021,10,1,1,18,18205,3,509
2021,10,1,2,18,18205,0,26598
2021,10,1,2,18,18205,1,2691
2021,10,1,2,18,18205,2,106
2021,10,1,2,18,18205,3,936
2021,10,2,0,18,18205,0,23761
2021,10,2,0,18,18205,1,4941
2021,10,2,0,18,18205,2,366
2021,10,2,0,18,18205,3,1688
2021,10,2,1,18,18205,0,30097
2021,10,2,1,18,18205,1,1312
2021,10,2,1,18,18205,2,157
2021,10,2,1,18,18205,3,628
2021,10,2,2,18,18205,0,27260
2021,10,2,2,18,18205,1,2672
2021,10,2,2,18,18205,2,216
2021,10,2,2,18,18205,3,1041
2021,10,0,0,18,18206,0,16871
2021,10,0,0,18,18206,1,3262
2021,10,0,0,18,18206,2,671
2021,10,0,0,18,18206,3,1925
2021,10,0,1,18,18206,0,21406
2021,10,0,1,18,18206,1,949
2021,10,0,1,18,18206,2,143
2021,10,0,1,18,18206,3,888
2021,10,0,2,18,18206,0,19846
2021,10,0,2,18,18206,1,1770
2021,10,0,2,18,18206,2,264
2021,10,0,2,18,18206,3,1065
2021,10,1,0,18,18206,0,15315
2021,10,1,0,18,18206,1,4101
