year,month,dayflag,timezone,prefcode,citycode,from_area,population
2021,08,2,2,18,18202,2,896
2021,08,2,2,18,18202,3,5764
2021,08,0,0,18,18204,0,24660
2021,08,0,0,18,18204,1,3141
2021,08,0,0,18,18204,2,273
2021,08,0,0,18,18204,3,4049
2021,08,0,1,18,18204,0,26157
2021,08,0,1,18,18204,1,1436
2021,08,0,1,18,18204,2,263
2021,08,0,1,18,18204,3,2447
2021,08,0,2,18,18204,0,25742
2021,08,0,2,18,18204,1,2021
2021,08,0,2,18,18204,2,226
2021,08,0,2,18,18204,3,2933
2021,08,1,0,18,18204,0,23374
2021,08,1,0,18,18204,1,3795
2021,08,1,0,18,18204,2,255
2021,08,1,0,18,18204,3,2648
2021,08,1,1,18,18204,0,26883
2021,08,1,1,18,18204,1,1789
2021,08,1,1,18,18204,2,128
2021,08,1,1,18,18204,3,1742
2021,08,1,2,18,18204,0,25439
2021,08,1,2,18,18204,1,2695
2021,08,1,2,18,18204,2,177
2021,08,1,2,18,18204,3,2094
2021,08,2,0,18,18204,0,23789
2021,08,2,0,18,18204,1,3584
2021,08,2,0,18,18204,2,261
2021,08,2,0,18,18204,3,3100
2021,08,2,1,18,18204,0,26649
2021,08,2,1,18,18204,1,1675
2021,08,2,1,18,18204,2,172
2021,08,2,1,18,18204,3,1970
2021,08,2,2,18,18204,0,25537
2021,08,2,2,18,18204,1,2477
2021,08,2,2,18,18204,2,193
2021,08,2,2,18,18204,3,2365
2021,08,0,0,18,18205,0,26502
2021,08,0,0,18,18205,1,4445
2021,08,0,0,18,18205,2,281
2021,08,0,0,18,18205,3,1543
2021,08,0,1,18,18205,0,30064
2021,08,0,1,18,18205,1,1560
2021,08,0,1,18,18205,2,78
2021,08,0,1,18,18205,3,903
2021,08,0,2,18,18205,0,28560
2021,08,0,2,18,18205,1,2519
2021,08,0,2,18,18205,2,136
2021,08,0,2,18,18205,3,1104
2021,08,1,0,18,18205,0,23203
2021,08,1,0,18,18205,1,5160
2021,08,1,0,18,18205,2,329
2021,08,1,0,18,18205,3,1340
2021,08,1,1,18,18205,0,29458
2021,08,1,1,18,18205,1,1611
2021,08,1,1,18,18205,2,97
2021,08,1,1,18,18205,3,666
2021,08,1,2,18,18205,0,26687
2021,08,1,2,18,18205,1,2896
2021,08,1,2,18,18205,2,175
2021,08,1,2,18,18205,3,933
2021,08,2,0,18,18205,0,24267
2021,08,2,0,18,18205,1,4929
2021,08,2,0,18,18205,2,313
2021,08,2,0,18,18205,3,1405
2021,08,2,1,18,18205,0,29654
2021,08,2,1,18,18205,1,1595
2021,08,2,1,18,18205,2,91
2021,08,2,1,18,18205,3,742
2021,08,2,2,18,18205,0,27291
2021,08,2,2,18,18205,1,2774
2021,08,2,2,18,18205,2,162
2021,08,2,2,18,18205,3,988
2021,08,0,0,18,18206,0,18784
2021,08,0,0,18,18206,1,2336
2021,08,0,0,18,18206,2,232
2021,08,0,0,18,18206,3,1157
2021,08,0,1,18,18206,0,22595
2021,08,0,1,18,18206,1,966
2021,08,0,1,18,18206,2,35
2021,08,0,1,18,18206,3,932
2021,08,0,2,18,18206,0,21228
2021,08,0,2,18,18206,1,1470
2021,08,0,2,18,18206,2,77
2021,08,0,2,18,18206,3,946
2021,08,1,0,18,18206,0,16410
2021,08,1,0,18,18206,1,3419
2021,08,1,0,18,18206,2,192
2021,08,1,0,18,18206,3,1061
2021,08,1,1,18,18206,0,21966
2021,08,1,1,18,18206,1,955
2021,08,1,1,18,18206,3,570
2021,08,1,2,18,18206,0,19755
2021,08,1,2,18,18206,1,1931
2021,08,1,2,18,18206,2,74
2021,08,1,2,18,18206,3,737
2021,08,2,0,18,18206,0,17176
2021,08,2,0,18,18206,1,3070
2021,08,2,0,18,18206,2,205
2021,08,2,0,18,18206,3,1092
2021,08,2,1,18,18206,0,22169
2021,08,2,1,18,18206,1,959
2021,08,2,1,18,18206,2,14
2021,08,2,1,18,18206,3,687
2021,08,2,2,18,18206,0,20230
2021,08,2,2,18,18206,1,1782
2021,08,2,2,18,18206,2,75
2021,08,2,2,18,18206,3,805
2021,08,0,0,18,18207,0,50777
2021,08,0,0,18,18207,1,11493
2021,08,0,0,18,18207,2,334
2021,08,0,0,18,18207,3,2211
2021,08,0,1,18,18207,0,60796
2021,08,0,1,18,18207,1,4023
2021,08,0,1,18,18207,2,277
2021,08,0,1,18,18207,3,2562
2021,08,0,2,18,18207,0,56758
2021,08,0,2,18,18207,1,7426
2021,08,0,2,18,18207,2,293
2021,08,0,2,18,18207,3,2397
2021,08,1,0,18,18207,0,42318
2021,08,1,0,18,18207,1,16770
2021,08,1,0,18,18207,2,577
2021,08,1,0,18,18207,3,2076
2021,08,1,1,18,18207,0,60261
2021,08,1,1,18,18207,1,4541
2021,08,1,1,18,18207,2,190
2021,08,1,1,18,18207,3,2158
2021,08,1,2,18,18207,0,52363
2021,08,1,2,18,18207,1,10350
2021,08,1,2,18,18207,2,354
2021,08,1,2,18,18207,3,2152
2021,08,2,0,18,18207,0,45046
2021,08,2,0,18,18207,1,15068
2021,08,2,0,18,18207,2,499
2021,08,2,0,18,18207,3,2119
2021,08,2,1,18,18207,0,60433
2021,08,2,1,18,18207,1,4374
2021,08,2,1,18,18207,2,218
2021,08,2,1,18,18207,3,2289
2021,08,2,2,18,18207,0,53781
2021,08,2,2,18,18207,1,9407
2021,08,2,2,18,18207,2,334
2021,08,2,2,18,18207,3,2231
2021,08,0,0,18,18208,0,19321
2021,08,0,0,18,18208,1,8015
2021,08,0,0,18,18208,2,973
2021,08,0,0,18,18208,3,1919
2021,08,0,1,18,18208,0,23837
2021,08,0,1,18,18208,1,3099
2021,08,0,1,18,18208,2,486
2021,08,0,1,18,18208,3,2574
2021,08,0,2,18,18208,0,21963
2021,08,0,2,18,18208,1,5201
2021,08,0,2,18,18208,2,679
2021,08,0,2,18,18208,3,2471
2021,08,1,0,18,18208,0,16188
2021,08,1,0,18,18208,1,10522
2021,08,1,0,18,18208,2,1604
2021,08,1,0,18,18208,3,1973
2021,08,1,1,18,18208,0,24038
2021,08,1,1,18,18208,1,2725
2021,08,1,1,18,18208,2,618
2021,08,1,1,18,18208,3,2575
2021,08,1,2,18,18208,0,20500
2021,08,1,2,18,18208,1,6166
2021,08,1,2,18,18208,2,996
2021,08,1,2,18,18208,3,2444
2021,08,2,0,18,18208,0,17198
2021,08,2,0,18,18208,1,9713
2021,08,2,0,18,18208,2,1401
2021,08,2,0,18,18208,3,1956
2021,08,2,1,18,18208,0,23973
2021,08,2,1,18,18208,1,2846
2021,08,2,1,18,18208,2,575
2021,08,2,1,18,18208,3,2574
2021,08,2,2,18,18208,0,20972
2021,08,2,2,18,18208,1,5854
2021,08,2,2,18,18208,2,894
2021,08,2,2,18,18208,3,2453
2021,08,0,0,18,18209,0,63708
2021,08,0,0,18,18209,1,12581
2021,08,0,0,18,18209,2,907
2021,08,0,0,18,18209,3,2397
2021,08,0,1,18,18209,0,73947
2021,08,0,1,18,18209,1,5565
2021,08,0,1,18,18209,2,691
2021,08,0,1,18,18209,3,1449
2021,08,0,2,18,18209,0,69915
2021,08,0,2,18,18209,1,8537
2021,08,0,2,18,18209,2,756
2021,08,0,2,18,18209,3,1849
2021,08,1,0,18,18209,0,54868
2021,08,1,0,18,18209,1,19491
2021,08,1,0,18,18209,2,846
2021,08,1,0,18,18209,3,2682
2021,08,1,1,18,18209,0,73508
2021,08,1,1,18,18209,1,5262
2021,08,1,1,18,18209,2,561
2021,08,1,1,18,18209,3,1793
2021,08,1,2,18,18209,0,65008
2021,08,1,2,18,18209,1,11786
2021,08,1,2,18,18209,2,666
2021,08,1,2,18,18209,3,2116
2021,08,2,0,18,18209,0,57720
2021,08,2,0,18,18209,1,17262
2021,08,2,0,18,18209,2,865
2021,08,2,0,18,18209,3,2590
2021,08,2,1,18,18209,0,73650
2021,08,2,1,18,18209,1,5360
2021,08,2,1,18,18209,2,603
2021,08,2,1,18,18209,3,1682
2021,08,2,2,18,18209,0,66591
2021,08,2,2,18,18209,1,10738
2021,08,2,2,18,18209,2,695
2021,08,2,2,18,18209,3,2030
2021,08,0,0,18,18210,0,68348
2021,08,0,0,18,18210,1,14891
2021,08,0,0,18,18210,2,2100
2021,08,0,0,18,18210,3,5723
2021,08,0,1,18,18210,0,79505
2021,08,0,1,18,18210,1,6513
2021,08,0,1,18,18210,2,989
2021,08,0,1,18,18210,3,3151
2021,08,0,2,18,18210,0,75000
2021,08,0,2,18,18210,1,9675
2021,08,0,2,18,18210,2,1304
2021,08,0,2,18,18210,3,3857
2021,08,1,0,18,18210,0,54659
2021,08,1,0,18,18210,1,21359
2021,08,1,0,18,18210,2,1953
2021,08,1,0,18,18210,3,4688
2021,08,1,1,18,18210,0,77977
2021,08,1,1,18,18210,1,5600
2021,08,1,1,18,18210,2,853
2021,08,1,1,18,18210,3,2321
2021,08,1,2,18,18210,0,67805
2021,08,1,2,18,18210,1,12586
2021,08,1,2,18,18210,2,1270
2021,08,1,2,18,18210,3,3046
2021,08,2,0,18,18210,0,59075
2021,08,2,0,18,18210,1,19273
2021,08,2,0,18,18210,2,2001
2021,08,2,0,18,18210,3,5022
2021,08,2,1,18,18210,0,78470
2021,08,2,1,18,18210,1,5895
2021,08,2,1,18,18210,2,897
2021,08,2,1,18,18210,3,2589
2021,08,2,2,18,18210,0,70126
2021,08,2,2,18,18210,1,11647
2021,08,2,2,18,18210,2,1281
2021,08,2,2,18,18210,3,3308
2021,08,0,0,18,18322,0,12809
2021,08,0,0,18,18322,1,3339
2021,08,0,0,18,18322,2,295
2021,08,0,0,18,18322,3,1152
2021,08,0,1,18,18322,0,17033
2021,08,0,1,18,18322,1,1354
2021,08,0,1,18,18322,2,228
2021,08,0,1,18,18322,3,617
2021,08,0,2,18,18322,0,15115
2021,08,0,2,18,18322,1,2319
2021,08,0,2,18,18322,2,227
2021,08,0,2,18,18322,3,769
2021,08,1,0,18,18322,0,10385
2021,08,1,0,18,18322,1,6049
2021,08,1,0,18,18322,2,541
2021,08,1,0,18,18322,3,714
2021,08,1,1,18,18322,0,16619
2021,08,1,1,18,18322,1,2100
2021,08,1,1,18,18322,2,244
2021,08,1,1,18,18322,3,420
2021,08,1,2,18,18322,0,13572
2021,08,1,2,18,18322,1,3929
2021,08,1,2,18,18322,2,346
2021,08,1,2,18,18322,3,479
2021,08,2,0,18,18322,0,11167
2021,08,2,0,18,18322,1,5175
2021,08,2,0,18,18322,2,462
2021,08,2,0,18,18322,3,855
2021,08,2,1,18,18322,0,16753
2021,08,2,1,18,18322,1,1859
2021,08,2,1,18,18322,2,239
2021,08,2,1,18,18322,3,484
2021,08,2,2,18,18322,0,14070
2021,08,2,2,18,18322,1,3410
2021,08,2,2,18,18322,2,308
2021,08,2,2,18,18322,3,573
2021,08,0,0,18,18382,0,2061
2021,08,0,0,18,18382,1,915
2021,08,0,0,18,18382,2,77
2021,08,0,0,18,18382,3,179
2021,08,0,1,18,18382,0,2223
2021,08,0,1,18,18382,1,290
2021,08,0,1,18,18382,2,20
2021,08,0,1,18,18382,3,67
2021,08,0,2,18,18382,0,2108
2021,08,0,2,18,18382,1,484
2021,08,0,2,18,18382,2,27
2021,08,0,2,18,18382,3,81
2021,08,1,0,18,18382,0,2031
2021,08,1,0,18,18382,1,1141
2021,08,1,0,18,18382,2,23
2021,08,1,0,18,18382,3,85
2021,08,1,1,18,18382,0,2470
2021,08,1,1,18,18382,1,309
2021,08,1,1,18,18382,3,38
2021,08,1,2,18,18382,0,2277
2021,08,1,2,18,18382,1,686
2021,08,1,2,18,18382,2,14
2021,08,1,2,18,18382,3,51
2021,08,2,0,18,18382,0,2041
2021,08,2,0,18,18382,1,1068
2021,08,2,0,18,18382,2,41
2021,08,2,0,18,18382,3,115
2021,08,2,1,18,18382,0,2391
2021,08,2,1,18,18382,1,303
2021,08,2,1,18,18382,3,48
2021,08,2,2,18,18382,0,2222
2021,08,2,2,18,18382,1,621
2021,08,2,2,18,18382,2,18
2021,08,2,2,18,18382,3,60
2021,08,0,0,18,18404,0,6152
2021,08,0,0,18,18404,1,2743
2021,08,0,0,18,18404,2,353
2021,08,0,0,18,18404,3,1911
2021,08,0,1,18,18404,0,8362
2021,08,0,1,18,18404,1,1208
2021,08,0,1,18,18404,2,184
2021,08,0,1,18,18404,3,642
2021,08,0,2,18,18404,0,7604
2021,08,0,2,18,18404,1,1819
2021,08,0,2,18,18404,2,293
2021,08,0,2,18,18404,3,1158
2021,08,1,0,18,18404,0,5039
2021,08,1,0,18,18404,1,3133
2021,08,1,0,18,18404,2,295
2021,08,1,0,18,18404,3,1314
2021,08,1,1,18,18404,0,8606
2021,08,1,1,18,18404,1,921
2021,08,1,1,18,18404,2,142
2021,08,1,1,18,18404,3,533
2021,08,1,2,18,18404,0,6809
2021,08,1,2,18,18404,1,1856
2021,08,1,2,18,18404,2,198
2021,08,1,2,18,18404,3,821
2021,08,2,0,18,18404,0,5398
2021,08,2,0,18,18404,1,3007
2021,08,2,0,18,18404,2,314
2021,08,2,0,18,18404,3,1507
2021,08,2,1,18,18404,0,8527
2021,08,2,1,18,18404,1,1014
2021,08,2,1,18,18404,2,156
2021,08,2,1,18,18404,3,568
2021,08,2,2,18,18404,0,7065
2021,08,2,2,18,18404,1,1844
2021,08,2,2,18,18404,2,229
2021,08,2,2,18,18404,3,930
2021,08,0,0,18,18423,0,15786
2021,08,0,0,18,18423,1,3622
2021,08,0,0,18,18423,2,170
2021,08,0,0,18,18423,3,1485
2021,08,0,1,18,18423,0,19043
2021,08,0,1,18,18423,1,1681
2021,08,0,1,18,18423,2,102
2021,08,0,1,18,18423,3,1179
2021,08,0,2,18,18423,0,17768
2021,08,0,2,18,18423,1,2370
2021,08,0,2,18,18423,2,114
2021,08,0,2,18,18423,3,1356
2021,08,1,0,18,18423,0,12203
2021,08,1,0,18,18423,1,4619
2021,08,1,0,18,18423,2,90
2021,08,1,0,18,18423,3,897
2021,08,1,1,18,18423,0,18996
2021,08,1,1,18,18423,1,1518
2021,08,1,1,18,18423,2,10
2021,08,1,1,18,18423,3,808
2021,08,1,2,18,18423,0,15620
2021,08,1,2,18,18423,1,2868
2021,08,1,2,18,18423,2,30
2021,08,1,2,18,18423,3,860
2021,08,2,0,18,18423,0,13359
2021,08,2,0,18,18423,1,4297
2021,08,2,0,18,18423,2,116
2021,08,2,0,18,18423,3,1087
2021,08,2,1,18,18423,0,19011
2021,08,2,1,18,18423,1,1570
2021,08,2,1,18,18423,2,39
2021,08,2,1,18,18423,3,928
2021,08,2,2,18,18423,0,16313
2021,08,2,2,18,18423,1,2707
2021,08,2,2,18,18423,2,57
2021,08,2,2,18,18423,3,1020
2021,08,0,0,18,18442,0,7462
2021,08,0,0,18,18442,1,1783
2021,08,0,0,18,18442,2,196
2021,08,0,0,18,18442,3,3660
2021,08,0,1,18,18442,0,9068
2021,08,0,1,18,18442,1,770
2021,08,0,1,18,18442,2,98
2021,08,0,1,18,18442,3,1077
2021,08,0,2,18,18442,0,8355
2021,08,0,2,18,18442,1,1139
2021,08,0,2,18,18442,2,159
2021,08,0,2,18,18442,3,1873
2021,08,1,0,18,18442,0,6820
2021,08,1,0,18,18442,1,3875
2021,08,1,0,18,18442,2,304
2021,08,1,0,18,18442,3,1893
2021,08,1,1,18,18442,0,8953
2021,08,1,1,18,18442,1,1236
2021,08,1,1,18,18442,2,232
2021,08,1,1,18,18442,3,828
2021,08,1,2,18,18442,0,7975
2021,08,1,2,18,18442,1,2357
2021,08,1,2,18,18442,2,256
2021,08,1,2,18,18442,3,1237
2021,08,2,0,18,18442,0,7027
2021,08,2,0,18,18442,1,3200
2021,08,2,0,18,18442,2,269
2021,08,2,0,18,18442,3,2463
2021,08,2,1,18,18442,0,8990
2021,08,2,1,18,18442,1,1086
2021,08,2,1,18,18442,2,189
2021,08,2,1,18,18442,3,908
2021,08,2,2,18,18442,0,8097
2021,08,2,2,18,18442,1,1964
2021,08,2,2,18,18442,2,225
2021,08,2,2,18,18442,3,1442
2021,08,0,0,18,18481,0,8048
2021,08,0,0,18,18481,1,857
2021,08,0,0,18,18481,2,63
2021,08,0,0,18,18481,3,3936
2021,08,0,1,18,18481,0,9268
2021,08,0,1,18,18481,1,377
2021,08,0,1,18,18481,3,1759
2021,08,0,2,18,18481,0,8794
2021,08,0,2,18,18481,1,579
2021,08,0,2,18,18481,2,18
2021,08,0,2,18,18481,3,2670
2021,08,1,0,18,18481,0,7956
2021,08,1,0,18,18481,1,2097
2021,08,1,0,18,18481,2,109
2021,08,1,0,18,18481,3,3138
2021,08,1,1,18,18481,0,9072
2021,08,1,1,18,18481,1,426
2021,08,1,1,18,18481,3,1510
2021,08,1,2,18,18481,0,8570
2021,08,1,2,18,18481,1,1087
2021,08,1,2,18,18481,2,52
2021,08,1,2,18,18481,3,2114
2021,08,2,0,18,18481,0,7986
2021,08,2,0,18,18481,1,1697
2021,08,2,0,18,18481,2,94
2021,08,2,0,18,18481,3,3395
2021,08,2,1,18,18481,0,9135
2021,08,2,1,18,18481,1,410
2021,08,2,1,18,18481,3,1590
2021,08,2,2,18,18481,0,8642
2021,08,2,2,18,18481,1,923
2021,08,2,2,18,18481,2,41
2021,08,2,2,18,18481,3,2293
2021,08,0,0,18,18483,0,5779
2021,08,0,0,18,18483,1,779
2021,08,0,0,18,18483,2,42
2021,08,0,0,18,18483,3,1515
2021,08,0,1,18,18483,0,7110
2021,08,0,1,18,18483,1,346
2021,08,0,1,18,18483,2,39
2021,08,0,1,18,18483,3,904
2021,08,0,2,18,18483,0,6507
2021,08,0,2,18,18483,1,517
2021,08,0,2,18,18483,2,36
2021,08,0,2,18,18483,3,1155
2021,08,1,0,18,18483,0,5493
2021,08,1,0,18,18483,1,2268
2021,08,1,0,18,18483,2,29
2021,08,1,0,18,18483,3,1576
2021,08,1,1,18,18483,0,7269
2021,08,1,1,18,18483,1,607
2021,08,1,1,18,18483,2,10
2021,08,1,1,18,18483,3,502
2021,08,1,2,18,18483,0,6492
2021,08,1,2,18,18483,1,1377
2021,08,1,2,18,18483,2,14
2021,08,1,2,18,18483,3,978
2021,08,2,0,18,18483,0,5585
2021,08,2,0,18,18483,1,1788
2021,08,2,0,18,18483,2,33
2021,08,2,0,18,18483,3,1556
2021,08,2,1,18,18483,0,7218
2021,08,2,1,18,18483,1,523
2021,08,2,1,18,18483,2,19
2021,08,2,1,18,18483,3,631
2021,08,2,2,18,18483,0,6497
2021,08,2,2,18,18483,1,1099
2021,08,2,2,18,18483,2,21
2021,08,2,2,18,18483,3,1035
2021,08,0,0,18,18501,0,12247
2021,08,0,0,18,18501,1,2976
2021,08,0,0,18,18501,2,129
2021,08,0,0,18,18501,3,2929
2021,08,0,1,18,18501,0,13925
2021,08,0,1,18,18501,1,1219
2021,08,0,1,18,18501,2,49
2021,08,0,1,18,18501,3,1234
2021,08,0,2,18,18501,0,13187
2021,08,0,2,18,18501,1,1853
2021,08,0,2,18,18501,2,86
2021,08,0,2,18,18501,3,1882
2021,08,1,0,18,18501,0,10066
2021,08,1,0,18,18501,1,3180
2021,08,1,0,18,18501,2,118
2021,08,1,0,18,18501,3,1678
2021,08,1,1,18,18501,0,13496
2021,08,1,1,18,18501,1,1385
2021,08,1,1,18,18501,2,99
2021,08,1,1,18,18501,3,857
2021,08,1,2,18,18501,0,12058
2021,08,1,2,18,18501,1,2081
2021,08,1,2,18,18501,2,94
2021,08,1,2,18,18501,3,1116
2021,08,2,0,18,18501,0,10769
2021,08,2,0,18,18501,1,3114
2021,08,2,0,18,18501,2,121
2021,08,2,0,18,18501,3,2081
2021,08,2,1,18,18501,0,13634
2021,08,2,1,18,18501,1,1332
2021,08,2,1,18,18501,2,83
2021,08,2,1,18,18501,3,979
2021,08,2,2,18,18501,0,12422
2021,08,2,2,18,18501,1,2007
2021,08,2,2,18,18501,2,91
2021,08,2,2,18,18501,3,1363
