mesh1kmid,lon_center,lat_center,lon_max,lat_max,lon_min,lat_min,prefcode,citycode
53367268,136.356247,35.9708328,136.362503,35.9749985,136.350006,35.9666672,18,18201
53367269,136.368744,35.9708328,136.375,35.9749985,136.362503,35.9666672,18,18201
53367271,136.268753,35.9791679,136.274994,35.9833336,136.262497,35.9749985,18,18201
53367272,136.28125,35.9791679,136.287506,35.9833336,136.274994,35.9749985,18,18201
53367273,136.293747,35.9791679,136.300003,35.9833336,136.287506,35.9749985,18,18201
53367274,136.306244,35.9791679,136.3125,35.9833336,136.300003,35.9749985,18,18201
53367275,136.318756,35.9791679,136.324997,35.9833336,136.3125,35.9749985,18,18201
53367276,136.331253,35.9791679,136.337494,35.9833336,136.324997,35.9749985,18,18201
53367277,136.34375,35.9791679,136.350006,35.9833336,136.337494,35.9749985,18,18201
53367278,136.356247,35.9791679,136.362503,35.9833336,136.350006,35.9749985,18,18201
53367279,136.368744,35.9791679,136.375,35.9833336,136.362503,35.9749985,18,18201
53367280,136.256256,35.9874992,136.262497,35.9916649,136.25,35.9833336,18,18201
53367281,136.268753,35.9874992,136.274994,35.9916649,136.262497,35.9833336,18,18201
53367282,136.28125,35.9874992,136.287506,35.9916649,136.274994,35.9833336,18,18201
53367283,136.293747,35.9874992,136.300003,35.9916649,136.287506,35.9833336,18,18201
53367284,136.306244,35.9874992,136.3125,35.9916649,136.300003,35.9833336,18,18201
53367285,136.318756,35.9874992,136.324997,35.9916649,136.3125,35.9833336,18,18201
53367286,136.331253,35.9874992,136.337494,35.9916649,136.324997,35.9833336,18,18201
53367287,136.34375,35.9874992,136.350006,35.9916649,136.337494,35.9833336,18,18201
53367288,136.356247,35.9874992,136.362503,35.9916649,136.350006,35.9833336,18,18201
53367289,136.368744,35.9874992,136.375,35.9916649,136.362503,35.9833336,18,18201
53367290,136.256256,35.9958344,136.262497,36,136.25,35.9916649,18,18201
53367291,136.268753,35.9958344,136.274994,36,136.262497,35.9916649,18,18201
53367292,136.28125,35.9958344,136.287506,36,136.274994,35.9916649,18,18201
53367293,136.293747,35.9958344,136.300003,36,136.287506,35.9916649,18,18201
53367294,136.306244,35.9958344,136.3125,36,136.300003,35.9916649,18,18201
53367295,136.318756,35.9958344,136.324997,36,136.3125,35.9916649,18,18201
53367296,136.331253,35.9958344,136.337494,36,136.324997,35.9916649,18,18201
53367297,136.34375,35.9958344,136.350006,36,136.337494,35.9916649,18,18201
53367298,136.356247,35.9958344,136.362503,36,136.350006,35.9916649,18,18201
53367299,136.368744,35.9958344,136.375,36,136.362503,35.9916649,18,18201
53367306,136.456253,35.9208336,136.462494,35.9249992,136.449997,35.9166679,18,18201
53367315,136.443756,35.9291649,136.449997,35.9333344,136.4375,35.9249992,18,18201
53367325,136.443756,35.9375,136.449997,35.9416656,136.4375,35.9333344,18,18201
53367326,136.456253,35.9375,136.462494,35.9416656,136.449997,35.9333344,18,18201
53367333,136.418747,35.9458351,136.425003,35.9500008,136.412506,35.9416656,18,18201
53367334,136.431244,35.9458351,136.4375,35.9500008,136.425003,35.9416656,18,18201
53367335,136.443756,35.9458351,136.449997,35.9500008,136.4375,35.9416656,18,18201
53367336,136.456253,35.9458351,136.462494,35.9500008,136.449997,35.9416656,18,18201
53367340,136.381256,35.9541664,136.387497,35.9583321,136.375,35.9500008,18,18201
53367341,136.393753,35.9541664,136.399994,35.9583321,136.387497,35.9500008,18,18201
53367342,136.40625,35.9541664,136.412506,35.9583321,136.399994,35.9500008,18,18201
53367343,136.418747,35.9541664,136.425003,35.9583321,136.412506,35.9500008,18,18201
53367344,136.431244,35.9541664,136.4375,35.9583321,136.425003,35.9500008,18,18201
53367345,136.443756,35.9541664,136.449997,35.9583321,136.4375,35.9500008,18,18201
53367346,136.456253,35.9541664,136.462494,35.9583321,136.449997,35.9500008,18,18201
53367350,136.381256,35.9625015,136.387497,35.9666672,136.375,35.9583321,18,18201
53367351,136.393753,35.9625015,136.399994,35.9666672,136.387497,35.9583321,18,18201
53367352,136.40625,35.9625015,136.412506,35.9666672,136.399994,35.9583321,18,18201
53367353,136.418747,35.9625015,136.425003,35.9666672,136.412506,35.9583321,18,18201
53367354,136.431244,35.9625015,136.4375,35.9666672,136.425003,35.9583321,18,18201
53367355,136.443756,35.9625015,136.449997,35.9666672,136.4375,35.9583321,18,18201
53367360,136.381256,35.9708328,136.387497,35.9749985,136.375,35.9666672,18,18201
53367361,136.393753,35.9708328,136.399994,35.9749985,136.387497,35.9666672,18,18201
53367362,136.40625,35.9708328,136.412506,35.9749985,136.399994,35.9666672,18,18201
53367363,136.418747,35.9708328,136.425003,35.9749985,136.412506,35.9666672,18,18201
53367364,136.431244,35.9708328,136.4375,35.9749985,136.425003,35.9666672,18,18201
53367365,136.443756,35.9708328,136.449997,35.9749985,136.4375,35.9666672,18,18201
53367370,136.381256,35.9791679,136.387497,35.9833336,136.375,35.9749985,18,18201
53367371,136.393753,35.9791679,136.399994,35.9833336,136.387497,35.9749985,18,18201
53367372,136.40625,35.9791679,136.412506,35.9833336,136.399994,35.9749985,18,18201
53367373,136.418747,35.9791679,136.425003,35.9833336,136.412506,35.9749985,18,18201
53367374,136.431244,35.9791679,136.4375,35.9833336,136.425003,35.9749985,18,18201
53367375,136.443756,35.9791679,136.449997,35.9833336,136.4375,35.9749985,18,18201
53367380,136.381256,35.9874992,136.387497,35.9916649,136.375,35.9833336,18,18201
53367381,136.393753,35.9874992,136.399994,35.9916649,136.387497,35.9833336,18,18201
53367382,136.40625,35.9874992,136.412506,35.9916649,136.399994,35.9833336,18,18201
53367383,136.418747,35.9874992,136.425003,35.9916649,136.412506,35.9833336,18,18201
53367384,136.431244,35.9874992,136.4375,35.9916649,136.425003,35.9833336,18,18201
53367385,136.443756,35.9874992,136.449997,35.9916649,136.4375,35.9833336,18,18201
53367390,136.381256,35.9958344,136.387497,36,136.375,35.9916649,18,18201
53367391,136.393753,35.9958344,136.399994,36,136.387497,35.9916649,18,18201
53367392,136.40625,35.9958344,136.412506,36,136.399994,35.9916649,18,18201
53367393,136.418747,35.9958344,136.425003,36,136.412506,35.9916649,18,18201
53367394,136.431244,35.9958344,136.4375,36,136.425003,35.9916649,18,18201
53367395,136.443756,35.9958344,136.449997,36,136.4375,35.9916649,18,18201
54350707,135.96875,36.0041656,135.975006,36.0083351,135.962494,36,18,18201
54350708,135.981247,36.0041656,135.987503,36.0083351,135.975006,36,18,18201
54350709,135.993744,36.0041656,136,36.0083351,135.987503,36,18,18201
54350718,135.981247,36.0125008,135.987503,36.0166664,135.975006,36.0083351,18,18201
54350719,135.993744,36.0125008,136,36.0166664,135.987503,36.0083351,18,18201
54350729,135.993744,36.0208321,136,36.0250015,135.987503,36.0166664,18,18201
54360002,136.03125,36.0041656,136.037506,36.0083351,136.024994,36,18,18201
54360003,136.043747,36.0041656,136.050003,36.0083351,136.037506,36,18,18201
54360008,136.106247,36.0041656,136.112503,36.0083351,136.100006,36,18,18201
54360009,136.118744,36.0041656,136.125,36.0083351,136.112503,36,18,18201
54360010,136.006256,36.0125008,136.012497,36.0166664,136,36.0083351,18,18201
54360011,136.018753,36.0125008,136.024994,36.0166664,136.012497,36.0083351,18,18201
54360012,136.03125,36.0125008,136.037506,36.0166664,136.024994,36.0083351,18,18201
54360013,136.043747,36.0125008,136.050003,36.0166664,136.037506,36.0083351,18,18201
54360018,136.106247,36.0125008,136.112503,36.0166664,136.100006,36.0083351,18,18201
54360019,136.118744,36.0125008,136.125,36.0166664,136.112503,36.0083351,18,18201
54360020,136.006256,36.0208321,136.012497,36.0250015,136,36.0166664,18,18201
54360021,136.018753,36.0208321,136.024994,36.0250015,136.012497,36.0166664,18,18201
54360022,136.03125,36.0208321,136.037506,36.0250015,136.024994,36.0166664,18,18201
54360023,136.043747,36.0208321,136.050003,36.0250015,136.037506,36.0166664,18,18201
54360024,136.056244,36.0208321,136.0625,36.0250015,136.050003,36.0166664,18,18201
54360026,136.081253,36.0208321,136.087494,36.0250015,136.074997,36.0166664,18,18201
54360027,136.09375,36.0208321,136.100006,36.0250015,136.087494,36.0166664,18,18201
54360028,136.106247,36.0208321,136.112503,36.0250015,136.100006,36.0166664,18,18201
54360029,136.118744,36.0208321,136.125,36.0250015,136.112503,36.0166664,18,18201
54360030,136.006256,36.0291672,136.012497,36.0333328,136,36.0250015,18,18201
54360031,136.018753,36.0291672,136.024994,36.0333328,136.012497,36.0250015,18,18201
54360032,136.03125,36.0291672,136.037506,36.0333328,136.024994,36.0250015,18,18201
54360033,136.043747,36.0291672,136.050003,36.0333328,136.037506,36.0250015,18,18201
54360034,136.056244,36.0291672,136.0625,36.0333328,136.050003,36.0250015,18,18201
54360035,136.068756,36.0291672,136.074997,36.0333328,136.0625,36.0250015,18,18201
54360036,136.081253,36.0291672,136.087494,36.0333328,136.074997,36.0250015,18,18201
54360037,136.09375,36.0291672,136.100006,36.0333328,136.087494,36.0250015,18,18201
54360038,136.106247,36.0291672,136.112503,36.0333328,136.100006,36.0250015,18,18201
54360039,136.118744,36.0291672,136.125,36.0333328,136.112503,36.0250015,18,18201
54360040,136.006256,36.0374985,136.012497,36.0416679,136,36.0333328,18,18201
54360041,136.018753,36.0374985,136.024994,36.0416679,136.012497,36.0333328,18,18201
54360042,136.03125,36.0374985,136.037506,36.0416679,136.024994,36.0333328,18,18201
54360043,136.043747,36.0374985,136.050003,36.0416679,136.037506,36.0333328,18,18201
54360044,136.056244,36.0374985,136.0625,36.0416679,136.050003,36.0333328,18,18201
54360045,136.068756,36.0374985,136.074997,36.0416679,136.0625,36.0333328,18,18201
54360046,136.081253,36.0374985,136.087494,36.0416679,136.074997,36.0333328,18,18201
54360047,136.09375,36.0374985,136.100006,36.0416679,136.087494,36.0333328,18,18201
54360048,136.106247,36.0374985,136.112503,36.0416679,136.100006,36.0333328,18,18201
54360049,136.118744,36.0374985,136.125,36.0416679,136.112503,36.0333328,18,18201
54360050,136.006256,36.0458336,136.012497,36.0499992,136,36.0416679,18,18201
54360051,136.018753,36.0458336,136.024994,36.0499992,136.012497,36.0416679,18,18201
54360052,136.03125,36.0458336,136.037506,36.0499992,136.024994,36.0416679,18,18201
54360053,136.043747,36.0458336,136.050003,36.0499992,136.037506,36.0416679,18,18201
54360054,136.056244,36.0458336,136.0625,36.0499992,136.050003,36.0416679,18,18201
54360055,136.068756,36.0458336,136.074997,36.0499992,136.0625,36.0416679,18,18201
54360056,136.081253,36.0458336,136.087494,36.0499992,136.074997,36.0416679,18,18201
54360057,136.09375,36.0458336,136.100006,36.0499992,136.087494,36.0416679,18,18201
54360058,136.106247,36.0458336,136.112503,36.0499992,136.100006,36.0416679,18,18201
54360059,136.118744,36.0458336,136.125,36.0499992,136.112503,36.0416679,18,18201
54360061,136.018753,36.0541649,136.024994,36.0583344,136.012497,36.0499992,18,18201
54360062,136.03125,36.0541649,136.037506,36.0583344,136.024994,36.0499992,18,18201
54360063,136.043747,36.0541649,136.050003,36.0583344,136.037506,36.0499992,18,18201
54360064,136.056244,36.0541649,136.0625,36.0583344,136.050003,36.0499992,18,18201
54360065,136.068756,36.0541649,136.074997,36.0583344,136.0625,36.0499992,18,18201
54360066,136.081253,36.0541649,136.087494,36.0583344,136.074997,36.0499992,18,18201
54360067,136.09375,36.0541649,136.100006,36.0583344,136.087494,36.0499992,18,18201
54360068,136.106247,36.0541649,136.112503,36.0583344,136.100006,36.0499992,18,18201
54360069,136.118744,36.0541649,136.125,36.0583344,136.112503,36.0499992,18,18201
54360071,136.018753,36.0625,136.024994,36.0666656,136.012497,36.0583344,18,18201
54360072,136.03125,36.0625,136.037506,36.0666656,136.024994,36.0583344,18,18201
54360073,136.043747,36.0625,136.050003,36.0666656,136.037506,36.0583344,18,18201
54360074,136.056244,36.0625,136.0625,36.0666656,136.050003,36.0583344,18,18201
54360075,136.068756,36.0625,136.074997,36.0666656,136.0625,36.0583344,18,18201
54360076,136.081253,36.0625,136.087494,36.0666656,136.074997,36.0583344,18,18201
54360077,136.09375,36.0625,136.100006,36.0666656,136.087494,36.0583344,18,18201
54360078,136.106247,36.0625,136.112503,36.0666656,136.100006,36.0583344,18,18201
54360079,136.118744,36.0625,136.125,36.0666656,136.112503,36.0583344,18,18201
54360081,136.018753,36.0708351,136.024994,36.0750008,136.012497,36.0666656,18,18201
54360082,136.03125,36.0708351,136.037506,36.0750008,136.024994,36.0666656,18,18201
54360083,136.043747,36.0708351,136.050003,36.0750008,136.037506,36.0666656,18,18201
54360084,136.056244,36.0708351,136.0625,36.0750008,136.050003,36.0666656,18,18201
54360085,136.068756,36.0708351,136.074997,36.0750008,136.0625,36.0666656,18,18201
54360086,136.081253,36.0708351,136.087494,36.0750008,136.074997,36.0666656,18,18201
54360087,136.09375,36.0708351,136.100006,36.0750008,136.087494,36.0666656,18,18201
54360088,136.106247,36.0708351,136.112503,36.0750008,136.100006,36.0666656,18,18201
54360089,136.118744,36.0708351,136.125,36.0750008,136.112503,36.0666656,18,18201
54360091,136.018753,36.0791664,136.024994,36.0833321,136.012497,36.0750008,18,18201
54360092,136.03125,36.0791664,136.037506,36.0833321,136.024994,36.0750008,18,18201
54360093,136.043747,36.0791664,136.050003,36.0833321,136.037506,36.0750008,18,18201
54360094,136.056244,36.0791664,136.0625,36.0833321,136.050003,36.0750008,18,18201
54360095,136.068756,36.0791664,136.074997,36.0833321,136.0625,36.0750008,18,18201
54360096,136.081253,36.0791664,136.087494,36.0833321,136.074997,36.0750008,18,18201
54360097,136.09375,36.0791664,136.100006,36.0833321,136.087494,36.0750008,18,18201
54360098,136.106247,36.0791664,136.112503,36.0833321,136.100006,36.0750008,18,18201
54360099,136.118744,36.0791664,136.125,36.0833321,136.112503,36.0750008,18,18201
54360100,136.131256,36.0041656,136.137497,36.0083351,136.125,36,18,18201
54360101,136.143753,36.0041656,136.149994,36.0083351,136.137497,36,18,18201
54360102,136.15625,36.0041656,136.162506,36.0083351,136.149994,36,18,18201
54360103,136.168747,36.0041656,136.175003,36.0083351,136.162506,36,18,18201
54360104,136.181244,36.0041656,136.1875,36.0083351,136.175003,36,18,18201
54360105,136.193756,36.0041656,136.199997,36.0083351,136.1875,36,18,18201
54360106,136.206253,36.0041656,136.212494,36.0083351,136.199997,36,18,18201
54360107,136.21875,36.0041656,136.225006,36.0083351,136.212494,36,18,18201
54360108,136.231247,36.0041656,136.237503,36.0083351,136.225006,36,18,18201
54360109,136.243744,36.0041656,136.25,36.0083351,136.237503,36,18,18201
54360110,136.131256,36.0125008,136.137497,36.0166664,136.125,36.0083351,18,18201
54360111,136.143753,36.0125008,136.149994,36.0166664,136.137497,36.0083351,18,18201
54360112,136.15625,36.0125008,136.162506,36.0166664,136.149994,36.0083351,18,18201
54360113,136.168747,36.0125008,136.175003,36.0166664,136.162506,36.0083351,18,18201
54360114,136.181244,36.0125008,136.1875,36.0166664,136.175003,36.0083351,18,18201
54360115,136.193756,36.0125008,136.199997,36.0166664,136.1875,36.0083351,18,18201
54360116,136.206253,36.0125008,136.212494,36.0166664,136.199997,36.0083351,18,18201
54360117,136.21875,36.0125008,136.225006,36.0166664,136.212494,36.0083351,18,18201
54360118,136.231247,36.0125008,136.237503,36.0166664,136.225006,36.0083351,18,18201
54360119,136.243744,36.0125008,136.25,36.0166664,136.237503,36.0083351,18,18201
54360120,136.131256,36.0208321,136.137497,36.0250015,136.125,36.0166664,18,18201
54360121,136.143753,36.0208321,136.149994,36.0250015,136.137497,36.0166664,18,18201
54360122,136.15625,36.0208321,136.162506,36.0250015,136.149994,36.0166664,18,18201
54360123,136.168747,36.0208321,136.175003,36.0250015,136.162506,36.0166664,18,18201
54360124,136.181244,36.0208321,136.1875,36.0250015,136.175003,36.0166664,18,18201
54360125,136.193756,36.0208321,136.199997,36.0250015,136.1875,36.0166664,18,18201
54360126,136.206253,36.0208321,136.212494,36.0250015,136.199997,36.0166664,18,18201
54360127,136.21875,36.0208321,136.225006,36.0250015,136.212494,36.0166664,18,18201
54360128,136.231247,36.0208321,136.237503,36.0250015,136.225006,36.0166664,18,18201
54360129,136.243744,36.0208321,136.25,36.0250015,136.237503,36.0166664,18,18201
54360130,136.131256,36.0291672,136.137497,36.0333328,136.125,36.0250015,18,18201
54360131,136.143753,36.0291672,136.149994,36.0333328,136.137497,36.0250015,18,18201
54360132,136.15625,36.0291672,136.162506,36.0333328,136.149994,36.0250015,18,18201
54360133,136.168747,36.0291672,136.175003,36.0333328,136.162506,36.0250015,18,18201
54360134,136.181244,36.0291672,136.1875,36.0333328,136.175003,36.0250015,18,18201
54360135,136.193756,36.0291672,136.199997,36.0333328,136.1875,36.0250015,18,18201
54360136,136.206253,36.0291672,136.212494,36.0333328,136.199997,36.0250015,18,18201
54360137,136.21875,36.0291672,136.225006,36.0333328,136.212494,36.0250015,18,18201
54360138,136.231247,36.0291672,136.237503,36.0333328,136.225006,36.0250015,18,18201
54360139,136.243744,36.0291672,136.25,36.0333328,136.237503,36.0250015,18,18201
54360140,136.131256,36.0374985,136.137497,36.0416679,136.125,36.0333328,18,18201
54360141,136.143753,36.0374985,136.149994,36.0416679,136.137497,36.0333328,18,18201
54360142,136.15625,36.0374985,136.162506,36.0416679,136.149994,36.0333328,18,18201
54360143,136.168747,36.0374985,136.175003,36.0416679,136.162506,36.0333328,18,18201
54360144,136.181244,36.0374985,136.1875,36.0416679,136.175003,36.0333328,18,18201
54360145,136.193756,36.0374985,136.199997,36.0416679,136.1875,36.0333328,18,18201
54360146,136.206253,36.0374985,136.212494,36.0416679,136.199997,36.0333328,18,18201
54360147,136.21875,36.0374985,136.225006,36.0416679,136.212494,36.0333328,18,18201
54360148,136.231247,36.0374985,136.237503,36.0416679,136.225006,36.0333328,18,18201
54360149,136.243744,36.0374985,136.25,36.0416679,136.237503,36.0333328,18,18201
54360150,136.131256,36.0458336,136.137497,36.0499992,136.125,36.0416679,18,18201
54360151,136.143753,36.0458336,136.149994,36.0499992,136.137497,36.0416679,18,18201
54360152,136.15625,36.0458336,136.162506,36.0499992,136.149994,36.0416679,18,18201
54360153,136.168747,36.0458336,136.175003,36.0499992,136.162506,36.0416679,18,18201
54360154,136.181244,36.0458336,136.1875,36.0499992,136.175003,36.0416679,18,18201
54360155,136.193756,36.0458336,136.199997,36.0499992,136.1875,36.0416679,18,18201
54360156,136.206253,36.0458336,136.212494,36.0499992,136.199997,36.0416679,18,18201
54360157,136.21875,36.0458336,136.225006,36.0499992,136.212494,36.0416679,18,18201
54360158,136.231247,36.0458336,136.237503,36.0499992,136.225006,36.0416679,18,18201
54360159,136.243744,36.0458336,136.25,36.0499992,136.237503,36.0416679,18,18201
54360160,136.131256,36.0541649,136.137497,36.0583344,136.125,36.0499992,18,18201
54360161,136.143753,36.0541649,136.149994,36.0583344,136.137497,36.0499992,18,18201
54360162,136.15625,36.0541649,136.162506,36.0583344,136.149994,36.0499992,18,18201
54360163,136.168747,36.0541649,136.175003,36.0583344,136.162506,36.0499992,18,18201
54360164,136.181244,36.0541649,136.1875,36.0583344,136.175003,36.0499992,18,18201
54360165,136.193756,36.0541649,136.199997,36.0583344,136.1875,36.0499992,18,18201
54360166,136.206253,36.0541649,136.212494,36.0583344,136.199997,36.0499992,18,18201
54360167,136.21875,36.0541649,136.225006,36.0583344,136.212494,36.0499992,18,18201
54360168,136.231247,36.0541649,136.237503,36.0583344,136.225006,36.0499992,18,18201
54360169,136.243744,36.0541649,136.25,36.0583344,136.237503,36.0499992,18,18201
54360170,136.131256,36.0625,136.137497,36.0666656,136.125,36.0583344,18,18201
54360171,136.143753,36.0625,136.149994,36.0666656,136.137497,36.0583344,18,18201
54360172,136.15625,36.0625,136.162506,36.0666656,136.149994,36.0583344,18,18201
54360173,136.168747,36.0625,136.175003,36.0666656,136.162506,36.0583344,18,18201
54360174,136.181244,36.0625,136.1875,36.0666656,136.175003,36.0583344,18,18201
54360175,136.193756,36.0625,136.199997,36.0666656,136.1875,36.0583344,18,18201
54360176,136.206253,36.0625,136.212494,36.0666656,136.199997,36.0583344,18,18201
54360177,136.21875,36.0625,136.225006,36.0666656,136.212494,36.0583344,18,18201
54360178,136.231247,36.0625,136.237503,36.0666656,136.225006,36.0583344,18,18201
54360179,136.243744,36.0625,136.25,36.0666656,136.237503,36.0583344,18,18201
54360180,136.131256,36.0708351,136.137497,36.0750008,136.125,36.0666656,18,18201
54360181,136.143753,36.0708351,136.149994,36.0750008,136.137497,36.0666656,18,18201
54360182,136.15625,36.0708351,136.162506,36.0750008,136.149994,36.0666656,18,18201
54360183,136.168747,36.0708351,136.175003,36.0750008,136.162506,36.0666656,18,18201
54360184,136.181244,36.0708351,136.1875,36.0750008,136.175003,36.0666656,18,18201
54360185,136.193756,36.0708351,136.199997,36.0750008,136.1875,36.0666656,18,18201
54360186,136.206253,36.0708351,136.212494,36.0750008,136.199997,36.0666656,18,18201
54360187,136.21875,36.0708351,136.225006,36.0750008,136.212494,36.0666656,18,18201
54360188,136.231247,36.0708351,136.237503,36.0750008,136.225006,36.0666656,18,18201
54360189,136.243744,36.0708351,136.25,36.0750008,136.237503,36.0666656,18,18201
54360190,136.131256,36.0791664,136.137497,36.0833321,136.125,36.0750008,18,18201
54360191,136.143753,36.0791664,136.149994,36.0833321,136.137497,36.0750008,18,18201
54360192,136.15625,36.0791664,136.162506,36.0833321,136.149994,36.0750008,18,18201
54360193,136.168747,36.0791664,136.175003,36.0833321,136.162506,36.0750008,18,18201
54360194,136.181244,36.0791664,136.1875,36.0833321,136.175003,36.0750008,18,18201
54360195,136.193756,36.0791664,136.199997,36.0833321,136.1875,36.0750008,18,18201
54360196,136.206253,36.0791664,136.212494,36.0833321,136.199997,36.0750008,18,18201
54360197,136.21875,36.0791664,136.225006,36.0833321,136.212494,36.0750008,18,18201
54360198,136.231247,36.0791664,136.237503,36.0833321,136.225006,36.0750008,18,18201
54360199,136.243744,36.0791664,136.25,36.0833321,136.237503,36.0750008,18,18201
54360200,136.256256,36.0041656,136.262497,36.0083351,136.25,36,18,18201
54360201,136.268753,36.0041656,136.274994,36.0083351,136.262497,36,18,18201
54360202,136.28125,36.0041656,136.287506,36.0083351,136.274994,36,18,18201
54360203,136.293747,36.0041656,136.300003,36.0083351,136.287506,36,18,18201
54360204,136.306244,36.0041656,136.3125,36.0083351,136.300003,36,18,18201
54360205,136.318756,36.0041656,136.324997,36.0083351,136.3125,36,18,18201
54360206,136.331253,36.0041656,136.337494,36.0083351,136.324997,36,18,18201
54360207,136.34375,36.0041656,136.350006,36.0083351,136.337494,36,18,18201
54360208,136.356247,36.0041656,136.362503,36.0083351,136.350006,36,18,18201
54360209,136.368744,36.0041656,136.375,36.0083351,136.362503,36,18,18201
54360210,136.256256,36.0125008,136.262497,36.0166664,136.25,36.0083351,18,18201
54360211,136.268753,36.0125008,136.274994,36.0166664,136.262497,36.0083351,18,18201
54360212,136.28125,36.0125008,136.287506,36.0166664,136.274994,36.0083351,18,18201
54360213,136.293747,36.0125008,136.300003,36.0166664,136.287506,36.0083351,18,18201
54360214,136.306244,36.0125008,136.3125,36.0166664,136.300003,36.0083351,18,18201
54360215,136.318756,36.0125008,136.324997,36.0166664,136.3125,36.0083351,18,18201
54360216,136.331253,36.0125008,136.337494,36.0166664,136.324997,36.0083351,18,18201
54360217,136.34375,36.0125008,136.350006,36.0166664,136.337494,36.0083351,18,18201
54360218,136.356247,36.0125008,136.362503,36.0166664,136.350006,36.0083351,18,18201
54360219,136.368744,36.0125008,136.375,36.0166664,136.362503,36.0083351,18,18201
54360220,136.256256,36.0208321,136.262497,36.0250015,136.25,36.0166664,18,18201
54360221,136.268753,36.0208321,136.274994,36.0250015,136.262497,36.0166664,18,18201
54360222,136.28125,36.0208321,136.287506,36.0250015,136.274994,36.0166664,18,18201
54360223,136.293747,36.0208321,136.300003,36.0250015,136.287506,36.0166664,18,18201
54360224,136.306244,36.0208321,136.3125,36.0250015,136.300003,36.0166664,18,18201
54360225,136.318756,36.0208321,136.324997,36.0250015,136.3125,36.0166664,18,18201
54360226,136.331253,36.0208321,136.337494,36.0250015,136.324997,36.0166664,18,18201
54360227,136.34375,36.0208321,136.350006,36.0250015,136.337494,36.0166664,18,18201
54360228,136.356247,36.0208321,136.362503,36.0250015,136.350006,36.0166664,18,18201
54360229,136.368744,36.0208321,136.375,36.0250015,136.362503,36.0166664,18,18201
54360230,136.256256,36.0291672,136.262497,36.0333328,136.25,36.0250015,18,18201
54360231,136.268753,36.0291672,136.274994,36.0333328,136.262497,36.0250015,18,18201
54360232,136.28125,36.0291672,136.287506,36.0333328,136.274994,36.0250015,18,18201
54360233,136.293747,36.0291672,136.300003,36.0333328,136.287506,36.0250015,18,18201
54360234,136.306244,36.0291672,136.3125,36.0333328,136.300003,36.0250015,18,18201
54360235,136.318756,36.0291672,136.324997,36.0333328,136.3125,36.0250015,18,18201
54360236,136.331253,36.0291672,136.337494,36.0333328,136.324997,36.0250015,18,18201
54360237,136.34375,36.0291672,136.350006,36.0333328,136.337494,36.0250015,18,18201
