mesh1kmid,lon_center,lat_center,lon_max,lat_max,lon_min,lat_min,prefcode,citycode
53363095,136.068756,35.6624985,136.074997,35.6666679,136.0625,35.6583328,18,18202
53363096,136.081253,35.6624985,136.087494,35.6666679,136.074997,35.6583328,18,18202
53363097,136.09375,35.6624985,136.100006,35.6666679,136.087494,35.6583328,18,18202
53363098,136.106247,35.6624985,136.112503,35.6666679,136.100006,35.6583328,18,18202
53363099,136.118744,35.6624985,136.125,35.6666679,136.112503,35.6583328,18,18202
53363100,136.131256,35.5875015,136.137497,35.5916672,136.125,35.5833321,18,18202
53363101,136.143753,35.5875015,136.149994,35.5916672,136.137497,35.5833321,18,18202
53363102,136.15625,35.5875015,136.162506,35.5916672,136.149994,35.5833321,18,18202
53363103,136.168747,35.5875015,136.175003,35.5916672,136.162506,35.5833321,18,18202
53363110,136.131256,35.5958328,136.137497,35.5999985,136.125,35.5916672,18,18202
53363111,136.143753,35.5958328,136.149994,35.5999985,136.137497,35.5916672,18,18202
53363112,136.15625,35.5958328,136.162506,35.5999985,136.149994,35.5916672,18,18202
53363113,136.168747,35.5958328,136.175003,35.5999985,136.162506,35.5916672,18,18202
53363120,136.131256,35.6041679,136.137497,35.6083336,136.125,35.5999985,18,18202
53363121,136.143753,35.6041679,136.149994,35.6083336,136.137497,35.5999985,18,18202
53363122,136.15625,35.6041679,136.162506,35.6083336,136.149994,35.5999985,18,18202
53363123,136.168747,35.6041679,136.175003,35.6083336,136.162506,35.5999985,18,18202
53363130,136.131256,35.6124992,136.137497,35.6166649,136.125,35.6083336,18,18202
53363131,136.143753,35.6124992,136.149994,35.6166649,136.137497,35.6083336,18,18202
53363132,136.15625,35.6124992,136.162506,35.6166649,136.149994,35.6083336,18,18202
53363133,136.168747,35.6124992,136.175003,35.6166649,136.162506,35.6083336,18,18202
53363140,136.131256,35.6208344,136.137497,35.625,136.125,35.6166649,18,18202
53363141,136.143753,35.6208344,136.149994,35.625,136.137497,35.6166649,18,18202
53363142,136.15625,35.6208344,136.162506,35.625,136.149994,35.6166649,18,18202
53363150,136.131256,35.6291656,136.137497,35.6333351,136.125,35.625,18,18202
53363151,136.143753,35.6291656,136.149994,35.6333351,136.137497,35.625,18,18202
53363152,136.15625,35.6291656,136.162506,35.6333351,136.149994,35.625,18,18202
53363160,136.131256,35.6375008,136.137497,35.6416664,136.125,35.6333351,18,18202
53363161,136.143753,35.6375008,136.149994,35.6416664,136.137497,35.6333351,18,18202
53363162,136.15625,35.6375008,136.162506,35.6416664,136.149994,35.6333351,18,18202
53363170,136.131256,35.6458321,136.137497,35.6500015,136.125,35.6416664,18,18202
53363171,136.143753,35.6458321,136.149994,35.6500015,136.137497,35.6416664,18,18202
53363180,136.131256,35.6541672,136.137497,35.6583328,136.125,35.6500015,18,18202
53363181,136.143753,35.6541672,136.149994,35.6583328,136.137497,35.6500015,18,18202
53363190,136.131256,35.6624985,136.137497,35.6666679,136.125,35.6583328,18,18202
53363191,136.143753,35.6624985,136.149994,35.6666679,136.137497,35.6583328,18,18202
53364001,136.018753,35.6708336,136.024994,35.6749992,136.012497,35.6666679,18,18202
53364002,136.03125,35.6708336,136.037506,35.6749992,136.024994,35.6666679,18,18202
53364003,136.043747,35.6708336,136.050003,35.6749992,136.037506,35.6666679,18,18202
53364005,136.068756,35.6708336,136.074997,35.6749992,136.0625,35.6666679,18,18202
53364006,136.081253,35.6708336,136.087494,35.6749992,136.074997,35.6666679,18,18202
53364007,136.09375,35.6708336,136.100006,35.6749992,136.087494,35.6666679,18,18202
53364008,136.106247,35.6708336,136.112503,35.6749992,136.100006,35.6666679,18,18202
53364009,136.118744,35.6708336,136.125,35.6749992,136.112503,35.6666679,18,18202
53364011,136.018753,35.6791649,136.024994,35.6833344,136.012497,35.6749992,18,18202
53364012,136.03125,35.6791649,136.037506,35.6833344,136.024994,35.6749992,18,18202
53364015,136.068756,35.6791649,136.074997,35.6833344,136.0625,35.6749992,18,18202
53364016,136.081253,35.6791649,136.087494,35.6833344,136.074997,35.6749992,18,18202
53364017,136.09375,35.6791649,136.100006,35.6833344,136.087494,35.6749992,18,18202
53364018,136.106247,35.6791649,136.112503,35.6833344,136.100006,35.6749992,18,18202
53364019,136.118744,35.6791649,136.125,35.6833344,136.112503,35.6749992,18,18202
53364021,136.018753,35.6875,136.024994,35.6916656,136.012497,35.6833344,18,18202
53364022,136.03125,35.6875,136.037506,35.6916656,136.024994,35.6833344,18,18202
53364023,136.043747,35.6875,136.050003,35.6916656,136.037506,35.6833344,18,18202
53364026,136.081253,35.6875,136.087494,35.6916656,136.074997,35.6833344,18,18202
53364027,136.09375,35.6875,136.100006,35.6916656,136.087494,35.6833344,18,18202
53364028,136.106247,35.6875,136.112503,35.6916656,136.100006,35.6833344,18,18202
53364029,136.118744,35.6875,136.125,35.6916656,136.112503,35.6833344,18,18202
53364031,136.018753,35.6958351,136.024994,35.7000008,136.012497,35.6916656,18,18202
53364032,136.03125,35.6958351,136.037506,35.7000008,136.024994,35.6916656,18,18202
53364033,136.043747,35.6958351,136.050003,35.7000008,136.037506,35.6916656,18,18202
53364036,136.081253,35.6958351,136.087494,35.7000008,136.074997,35.6916656,18,18202
53364037,136.09375,35.6958351,136.100006,35.7000008,136.087494,35.6916656,18,18202
53364038,136.106247,35.6958351,136.112503,35.7000008,136.100006,35.6916656,18,18202
53364039,136.118744,35.6958351,136.125,35.7000008,136.112503,35.6916656,18,18202
53364041,136.018753,35.7041664,136.024994,35.7083321,136.012497,35.7000008,18,18202
53364042,136.03125,35.7041664,136.037506,35.7083321,136.024994,35.7000008,18,18202
53364043,136.043747,35.7041664,136.050003,35.7083321,136.037506,35.7000008,18,18202
53364046,136.081253,35.7041664,136.087494,35.7083321,136.074997,35.7000008,18,18202
53364047,136.09375,35.7041664,136.100006,35.7083321,136.087494,35.7000008,18,18202
53364048,136.106247,35.7041664,136.112503,35.7083321,136.100006,35.7000008,18,18202
53364049,136.118744,35.7041664,136.125,35.7083321,136.112503,35.7000008,18,18202
53364051,136.018753,35.7125015,136.024994,35.7166672,136.012497,35.7083321,18,18202
53364052,136.03125,35.7125015,136.037506,35.7166672,136.024994,35.7083321,18,18202
53364053,136.043747,35.7125015,136.050003,35.7166672,136.037506,35.7083321,18,18202
53364057,136.09375,35.7125015,136.100006,35.7166672,136.087494,35.7083321,18,18202
53364058,136.106247,35.7125015,136.112503,35.7166672,136.100006,35.7083321,18,18202
53364059,136.118744,35.7125015,136.125,35.7166672,136.112503,35.7083321,18,18202
53364061,136.018753,35.7208328,136.024994,35.7249985,136.012497,35.7166672,18,18202
53364062,136.03125,35.7208328,136.037506,35.7249985,136.024994,35.7166672,18,18202
53364063,136.043747,35.7208328,136.050003,35.7249985,136.037506,35.7166672,18,18202
53364067,136.09375,35.7208328,136.100006,35.7249985,136.087494,35.7166672,18,18202
53364068,136.106247,35.7208328,136.112503,35.7249985,136.100006,35.7166672,18,18202
53364069,136.118744,35.7208328,136.125,35.7249985,136.112503,35.7166672,18,18202
53364071,136.018753,35.7291679,136.024994,35.7333336,136.012497,35.7249985,18,18202
53364072,136.03125,35.7291679,136.037506,35.7333336,136.024994,35.7249985,18,18202
53364073,136.043747,35.7291679,136.050003,35.7333336,136.037506,35.7249985,18,18202
53364077,136.09375,35.7291679,136.100006,35.7333336,136.087494,35.7249985,18,18202
53364078,136.106247,35.7291679,136.112503,35.7333336,136.100006,35.7249985,18,18202
53364079,136.118744,35.7291679,136.125,35.7333336,136.112503,35.7249985,18,18202
53364080,136.006256,35.7374992,136.012497,35.7416649,136,35.7333336,18,18202
53364081,136.018753,35.7374992,136.024994,35.7416649,136.012497,35.7333336,18,18202
53364082,136.03125,35.7374992,136.037506,35.7416649,136.024994,35.7333336,18,18202
53364083,136.043747,35.7374992,136.050003,35.7416649,136.037506,35.7333336,18,18202
53364086,136.081253,35.7374992,136.087494,35.7416649,136.074997,35.7333336,18,18202
53364087,136.09375,35.7374992,136.100006,35.7416649,136.087494,35.7333336,18,18202
53364088,136.106247,35.7374992,136.112503,35.7416649,136.100006,35.7333336,18,18202
53364089,136.118744,35.7374992,136.125,35.7416649,136.112503,35.7333336,18,18202
53364090,136.006256,35.7458344,136.012497,35.75,136,35.7416649,18,18202
53364091,136.018753,35.7458344,136.024994,35.75,136.012497,35.7416649,18,18202
53364092,136.03125,35.7458344,136.037506,35.75,136.024994,35.7416649,18,18202
53364097,136.09375,35.7458344,136.100006,35.75,136.087494,35.7416649,18,18202
53364098,136.106247,35.7458344,136.112503,35.75,136.100006,35.7416649,18,18202
53364099,136.118744,35.7458344,136.125,35.75,136.112503,35.7416649,18,18202
53364100,136.131256,35.6708336,136.137497,35.6749992,136.125,35.6666679,18,18202
53364110,136.131256,35.6791649,136.137497,35.6833344,136.125,35.6749992,18,18202
53364120,136.131256,35.6875,136.137497,35.6916656,136.125,35.6833344,18,18202
53364121,136.143753,35.6875,136.149994,35.6916656,136.137497,35.6833344,18,18202
53364130,136.131256,35.6958351,136.137497,35.7000008,136.125,35.6916656,18,18202
53364131,136.143753,35.6958351,136.149994,35.7000008,136.137497,35.6916656,18,18202
53364140,136.131256,35.7041664,136.137497,35.7083321,136.125,35.7000008,18,18202
53364141,136.143753,35.7041664,136.149994,35.7083321,136.137497,35.7000008,18,18202
53364150,136.131256,35.7125015,136.137497,35.7166672,136.125,35.7083321,18,18202
53364151,136.143753,35.7125015,136.149994,35.7166672,136.137497,35.7083321,18,18202
53364160,136.131256,35.7208328,136.137497,35.7249985,136.125,35.7166672,18,18202
53364170,136.131256,35.7291679,136.137497,35.7333336,136.125,35.7249985,18,18202
53364180,136.131256,35.7374992,136.137497,35.7416649,136.125,35.7333336,18,18202
53365000,136.006256,35.7541656,136.012497,35.7583351,136,35.75,18,18202
53365001,136.018753,35.7541656,136.024994,35.7583351,136.012497,35.75,18,18202
53365002,136.03125,35.7541656,136.037506,35.7583351,136.024994,35.75,18,18202
53365008,136.106247,35.7541656,136.112503,35.7583351,136.100006,35.75,18,18202
53365011,136.018753,35.7625008,136.024994,35.7666664,136.012497,35.7583351,18,18202
53365017,136.09375,35.7625008,136.100006,35.7666664,136.087494,35.7583351,18,18202
53365018,136.106247,35.7625008,136.112503,35.7666664,136.100006,35.7583351,18,18202
53350595,135.693756,35.4124985,135.699997,35.4166679,135.6875,35.4083328,18,18204
53350596,135.706253,35.4124985,135.712494,35.4166679,135.699997,35.4083328,18,18204
53350663,135.793747,35.3875008,135.800003,35.3916664,135.787506,35.3833351,18,18204
53350664,135.806244,35.3875008,135.8125,35.3916664,135.800003,35.3833351,18,18204
53350672,135.78125,35.3958321,135.787506,35.4000015,135.774994,35.3916664,18,18204
53350673,135.793747,35.3958321,135.800003,35.4000015,135.787506,35.3916664,18,18204
53350674,135.806244,35.3958321,135.8125,35.4000015,135.800003,35.3916664,18,18204
53350681,135.768753,35.4041672,135.774994,35.4083328,135.762497,35.4000015,18,18204
53350682,135.78125,35.4041672,135.787506,35.4083328,135.774994,35.4000015,18,18204
53350683,135.793747,35.4041672,135.800003,35.4083328,135.787506,35.4000015,18,18204
53350684,135.806244,35.4041672,135.8125,35.4083328,135.800003,35.4000015,18,18204
53350690,135.756256,35.4124985,135.762497,35.4166679,135.75,35.4083328,18,18204
53350691,135.768753,35.4124985,135.774994,35.4166679,135.762497,35.4083328,18,18204
53350692,135.78125,35.4124985,135.787506,35.4166679,135.774994,35.4083328,18,18204
53350693,135.793747,35.4124985,135.800003,35.4166679,135.787506,35.4083328,18,18204
53350694,135.806244,35.4124985,135.8125,35.4166679,135.800003,35.4083328,18,18204
53351408,135.606247,35.4208336,135.612503,35.4249992,135.600006,35.4166679,18,18204
53351409,135.618744,35.4208336,135.625,35.4249992,135.612503,35.4166679,18,18204
53351417,135.59375,35.4291649,135.600006,35.4333344,135.587494,35.4249992,18,18204
53351418,135.606247,35.4291649,135.612503,35.4333344,135.600006,35.4249992,18,18204
53351419,135.618744,35.4291649,135.625,35.4333344,135.612503,35.4249992,18,18204
53351428,135.606247,35.4375,135.612503,35.4416656,135.600006,35.4333344,18,18204
53351429,135.618744,35.4375,135.625,35.4416656,135.612503,35.4333344,18,18204
53351501,135.643753,35.4208336,135.649994,35.4249992,135.637497,35.4166679,18,18204
53351502,135.65625,35.4208336,135.662506,35.4249992,135.649994,35.4166679,18,18204
53351503,135.668747,35.4208336,135.675003,35.4249992,135.662506,35.4166679,18,18204
53351504,135.681244,35.4208336,135.6875,35.4249992,135.675003,35.4166679,18,18204
53351505,135.693756,35.4208336,135.699997,35.4249992,135.6875,35.4166679,18,18204
53351506,135.706253,35.4208336,135.712494,35.4249992,135.699997,35.4166679,18,18204
53351507,135.71875,35.4208336,135.725006,35.4249992,135.712494,35.4166679,18,18204
53351508,135.731247,35.4208336,135.737503,35.4249992,135.725006,35.4166679,18,18204
53351509,135.743744,35.4208336,135.75,35.4249992,135.737503,35.4166679,18,18204
53351510,135.631256,35.4291649,135.637497,35.4333344,135.625,35.4249992,18,18204
53351511,135.643753,35.4291649,135.649994,35.4333344,135.637497,35.4249992,18,18204
53351512,135.65625,35.4291649,135.662506,35.4333344,135.649994,35.4249992,18,18204
53351513,135.668747,35.4291649,135.675003,35.4333344,135.662506,35.4249992,18,18204
53351514,135.681244,35.4291649,135.6875,35.4333344,135.675003,35.4249992,18,18204
53351515,135.693756,35.4291649,135.699997,35.4333344,135.6875,35.4249992,18,18204
53351516,135.706253,35.4291649,135.712494,35.4333344,135.699997,35.4249992,18,18204
53351517,135.71875,35.4291649,135.725006,35.4333344,135.712494,35.4249992,18,18204
53351518,135.731247,35.4291649,135.737503,35.4333344,135.725006,35.4249992,18,18204
53351519,135.743744,35.4291649,135.75,35.4333344,135.737503,35.4249992,18,18204
53351520,135.631256,35.4375,135.637497,35.4416656,135.625,35.4333344,18,18204
53351521,135.643753,35.4375,135.649994,35.4416656,135.637497,35.4333344,18,18204
53351522,135.65625,35.4375,135.662506,35.4416656,135.649994,35.4333344,18,18204
53351523,135.668747,35.4375,135.675003,35.4416656,135.662506,35.4333344,18,18204
53351524,135.681244,35.4375,135.6875,35.4416656,135.675003,35.4333344,18,18204
53351525,135.693756,35.4375,135.699997,35.4416656,135.6875,35.4333344,18,18204
53351526,135.706253,35.4375,135.712494,35.4416656,135.699997,35.4333344,18,18204
53351527,135.71875,35.4375,135.725006,35.4416656,135.712494,35.4333344,18,18204
53351528,135.731247,35.4375,135.737503,35.4416656,135.725006,35.4333344,18,18204
53351529,135.743744,35.4375,135.75,35.4416656,135.737503,35.4333344,18,18204
53351531,135.643753,35.4458351,135.649994,35.4500008,135.637497,35.4416656,18,18204
53351532,135.65625,35.4458351,135.662506,35.4500008,135.649994,35.4416656,18,18204
53351533,135.668747,35.4458351,135.675003,35.4500008,135.662506,35.4416656,18,18204
53351534,135.681244,35.4458351,135.6875,35.4500008,135.675003,35.4416656,18,18204
53351535,135.693756,35.4458351,135.699997,35.4500008,135.6875,35.4416656,18,18204
53351536,135.706253,35.4458351,135.712494,35.4500008,135.699997,35.4416656,18,18204
53351537,135.71875,35.4458351,135.725006,35.4500008,135.712494,35.4416656,18,18204
53351538,135.731247,35.4458351,135.737503,35.4500008,135.725006,35.4416656,18,18204
53351539,135.743744,35.4458351,135.75,35.4500008,135.737503,35.4416656,18,18204
53351542,135.65625,35.4541664,135.662506,35.4583321,135.649994,35.4500008,18,18204
53351543,135.668747,35.4541664,135.675003,35.4583321,135.662506,35.4500008,18,18204
53351544,135.681244,35.4541664,135.6875,35.4583321,135.675003,35.4500008,18,18204
53351545,135.693756,35.4541664,135.699997,35.4583321,135.6875,35.4500008,18,18204
53351546,135.706253,35.4541664,135.712494,35.4583321,135.699997,35.4500008,18,18204
53351547,135.71875,35.4541664,135.725006,35.4583321,135.712494,35.4500008,18,18204
53351548,135.731247,35.4541664,135.737503,35.4583321,135.725006,35.4500008,18,18204
53351549,135.743744,35.4541664,135.75,35.4583321,135.737503,35.4500008,18,18204
53351551,135.643753,35.4625015,135.649994,35.4666672,135.637497,35.4583321,18,18204
53351552,135.65625,35.4625015,135.662506,35.4666672,135.649994,35.4583321,18,18204
53351553,135.668747,35.4625015,135.675003,35.4666672,135.662506,35.4583321,18,18204
53351554,135.681244,35.4625015,135.6875,35.4666672,135.675003,35.4583321,18,18204
53351555,135.693756,35.4625015,135.699997,35.4666672,135.6875,35.4583321,18,18204
53351556,135.706253,35.4625015,135.712494,35.4666672,135.699997,35.4583321,18,18204
53351557,135.71875,35.4625015,135.725006,35.4666672,135.712494,35.4583321,18,18204
53351558,135.731247,35.4625015,135.737503,35.4666672,135.725006,35.4583321,18,18204
53351559,135.743744,35.4625015,135.75,35.4666672,135.737503,35.4583321,18,18204
53351562,135.65625,35.4708328,135.662506,35.4749985,135.649994,35.4666672,18,18204
53351563,135.668747,35.4708328,135.675003,35.4749985,135.662506,35.4666672,18,18204
53351564,135.681244,35.4708328,135.6875,35.4749985,135.675003,35.4666672,18,18204
53351565,135.693756,35.4708328,135.699997,35.4749985,135.6875,35.4666672,18,18204
53351566,135.706253,35.4708328,135.712494,35.4749985,135.699997,35.4666672,18,18204
53351567,135.71875,35.4708328,135.725006,35.4749985,135.712494,35.4666672,18,18204
53351568,135.731247,35.4708328,135.737503,35.4749985,135.725006,35.4666672,18,18204
53351569,135.743744,35.4708328,135.75,35.4749985,135.737503,35.4666672,18,18204
53351572,135.65625,35.4791679,135.662506,35.4833336,135.649994,35.4749985,18,18204
53351573,135.668747,35.4791679,135.675003,35.4833336,135.662506,35.4749985,18,18204
53351574,135.681244,35.4791679,135.6875,35.4833336,135.675003,35.4749985,18,18204
53351575,135.693756,35.4791679,135.699997,35.4833336,135.6875,35.4749985,18,18204
53351576,135.706253,35.4791679,135.712494,35.4833336,135.699997,35.4749985,18,18204
53351577,135.71875,35.4791679,135.725006,35.4833336,135.712494,35.4749985,18,18204
53351578,135.731247,35.4791679,135.737503,35.4833336,135.725006,35.4749985,18,18204
53351579,135.743744,35.4791679,135.75,35.4833336,135.737503,35.4749985,18,18204
53351582,135.65625,35.4874992,135.662506,35.4916649,135.649994,35.4833336,18,18204
53351583,135.668747,35.4874992,135.675003,35.4916649,135.662506,35.4833336,18,18204
53351584,135.681244,35.4874992,135.6875,35.4916649,135.675003,35.4833336,18,18204
53351585,135.693756,35.4874992,135.699997,35.4916649,135.6875,35.4833336,18,18204
53351586,135.706253,35.4874992,135.712494,35.4916649,135.699997,35.4833336,18,18204
53351587,135.71875,35.4874992,135.725006,35.4916649,135.712494,35.4833336,18,18204
53351588,135.731247,35.4874992,135.737503,35.4916649,135.725006,35.4833336,18,18204
53351589,135.743744,35.4874992,135.75,35.4916649,135.737503,35.4833336,18,18204
53351592,135.65625,35.4958344,135.662506,35.5,135.649994,35.4916649,18,18204
53351593,135.668747,35.4958344,135.675003,35.5,135.662506,35.4916649,18,18204
53351594,135.681244,35.4958344,135.6875,35.5,135.675003,35.4916649,18,18204
53351595,135.693756,35.4958344,135.699997,35.5,135.6875,35.4916649,18,18204
53351596,135.706253,35.4958344,135.712494,35.5,135.699997,35.4916649,18,18204
53351597,135.71875,35.4958344,135.725006,35.5,135.712494,35.4916649,18,18204
53351598,135.731247,35.4958344,135.737503,35.5,135.725006,35.4916649,18,18204
53351599,135.743744,35.4958344,135.75,35.5,135.737503,35.4916649,18,18204
53351600,135.756256,35.4208336,135.762497,35.4249992,135.75,35.4166679,18,18204
53351601,135.768753,35.4208336,135.774994,35.4249992,135.762497,35.4166679,18,18204
53351602,135.78125,35.4208336,135.787506,35.4249992,135.774994,35.4166679,18,18204
53351603,135.793747,35.4208336,135.800003,35.4249992,135.787506,35.4166679,18,18204
53351604,135.806244,35.4208336,135.8125,35.4249992,135.800003,35.4166679,18,18204
53351605,135.818756,35.4208336,135.824997,35.4249992,135.8125,35.4166679,18,18204
53351606,135.831253,35.4208336,135.837494,35.4249992,135.824997,35.4166679,18,18204
53351607,135.84375,35.4208336,135.850006,35.4249992,135.837494,35.4166679,18,18204
53351608,135.856247,35.4208336,135.862503,35.4249992,135.850006,35.4166679,18,18204
53351610,135.756256,35.4291649,135.762497,35.4333344,135.75,35.4249992,18,18204
53351611,135.768753,35.4291649,135.774994,35.4333344,135.762497,35.4249992,18,18204
53351612,135.78125,35.4291649,135.787506,35.4333344,135.774994,35.4249992,18,18204
53351613,135.793747,35.4291649,135.800003,35.4333344,135.787506,35.4249992,18,18204
53351614,135.806244,35.4291649,135.8125,35.4333344,135.800003,35.4249992,18,18204
53351615,135.818756,35.4291649,135.824997,35.4333344,135.8125,35.4249992,18,18204
53351616,135.831253,35.4291649,135.837494,35.4333344,135.824997,35.4249992,18,18204
53351617,135.84375,35.4291649,135.850006,35.4333344,135.837494,35.4249992,18,18204
53351618,135.856247,35.4291649,135.862503,35.4333344,135.850006,35.4249992,18,18204
53351620,135.756256,35.4375,135.762497,35.4416656,135.75,35.4333344,18,18204
53351621,135.768753,35.4375,135.774994,35.4416656,135.762497,35.4333344,18,18204
53351622,135.78125,35.4375,135.787506,35.4416656,135.774994,35.4333344,18,18204
53351623,135.793747,35.4375,135.800003,35.4416656,135.787506,35.4333344,18,18204
53351624,135.806244,35.4375,135.8125,35.4416656,135.800003,35.4333344,18,18204
53351625,135.818756,35.4375,135.824997,35.4416656,135.8125,35.4333344,18,18204
53351626,135.831253,35.4375,135.837494,35.4416656,135.824997,35.4333344,18,18204
53351627,135.84375,35.4375,135.850006,35.4416656,135.837494,35.4333344,18,18204
53351630,135.756256,35.4458351,135.762497,35.4500008,135.75,35.4416656,18,18204
53351631,135.768753,35.4458351,135.774994,35.4500008,135.762497,35.4416656,18,18204
53351632,135.78125,35.4458351,135.787506,35.4500008,135.774994,35.4416656,18,18204
53351633,135.793747,35.4458351,135.800003,35.4500008,135.787506,35.4416656,18,18204
53351634,135.806244,35.4458351,135.8125,35.4500008,135.800003,35.4416656,18,18204
53351635,135.818756,35.4458351,135.824997,35.4500008,135.8125,35.4416656,18,18204
53351636,135.831253,35.4458351,135.837494,35.4500008,135.824997,35.4416656,18,18204
53351640,135.756256,35.4541664,135.762497,35.4583321,135.75,35.4500008,18,18204
53351641,135.768753,35.4541664,135.774994,35.4583321,135.762497,35.4500008,18,18204
53351642,135.78125,35.4541664,135.787506,35.4583321,135.774994,35.4500008,18,18204
53351643,135.793747,35.4541664,135.800003,35.4583321,135.787506,35.4500008,18,18204
53351644,135.806244,35.4541664,135.8125,35.4583321,135.800003,35.4500008,18,18204
53351650,135.756256,35.4625015,135.762497,35.4666672,135.75,35.4583321,18,18204
53351651,135.768753,35.4625015,135.774994,35.4666672,135.762497,35.4583321,18,18204
53351652,135.78125,35.4625015,135.787506,35.4666672,135.774994,35.4583321,18,18204
53351653,135.793747,35.4625015,135.800003,35.4666672,135.787506,35.4583321,18,18204
53351654,135.806244,35.4625015,135.8125,35.4666672,135.800003,35.4583321,18,18204
53351660,135.756256,35.4708328,135.762497,35.4749985,135.75,35.4666672,18,18204
53351661,135.768753,35.4708328,135.774994,35.4749985,135.762497,35.4666672,18,18204
53351662,135.78125,35.4708328,135.787506,35.4749985,135.774994,35.4666672,18,18204
53351663,135.793747,35.4708328,135.800003,35.4749985,135.787506,35.4666672,18,18204
53351664,135.806244,35.4708328,135.8125,35.4749985,135.800003,35.4666672,18,18204
53351670,135.756256,35.4791679,135.762497,35.4833336,135.75,35.4749985,18,18204
53351671,135.768753,35.4791679,135.774994,35.4833336,135.762497,35.4749985,18,18204
53351672,135.78125,35.4791679,135.787506,35.4833336,135.774994,35.4749985,18,18204
53351673,135.793747,35.4791679,135.800003,35.4833336,135.787506,35.4749985,18,18204
53351680,135.756256,35.4874992,135.762497,35.4916649,135.75,35.4833336,18,18204
53351681,135.768753,35.4874992,135.774994,35.4916649,135.762497,35.4833336,18,18204
53351682,135.78125,35.4874992,135.787506,35.4916649,135.774994,35.4833336,18,18204
53351683,135.793747,35.4874992,135.800003,35.4916649,135.787506,35.4833336,18,18204
53351685,135.818756,35.4874992,135.824997,35.4916649,135.8125,35.4833336,18,18204
53351686,135.831253,35.4874992,135.837494,35.4916649,135.824997,35.4833336,18,18204
53351687,135.84375,35.4874992,135.850006,35.4916649,135.837494,35.4833336,18,18204
53351690,135.756256,35.4958344,135.762497,35.5,135.75,35.4916649,18,18204
53351691,135.768753,35.4958344,135.774994,35.5,135.762497,35.4916649,18,18204
53351692,135.78125,35.4958344,135.787506,35.5,135.774994,35.4916649,18,18204
53351693,135.793747,35.4958344,135.800003,35.5,135.787506,35.4916649,18,18204
53351694,135.806244,35.4958344,135.8125,35.5,135.800003,35.4916649,18,18204
53351695,135.818756,35.4958344,135.824997,35.5,135.8125,35.4916649,18,18204
53351696,135.831253,35.4958344,135.837494,35.5,135.824997,35.4916649,18,18204
53352508,135.731247,35.5041656,135.737503,35.5083351,135.725006,35.5,18,18204
53352509,135.743744,35.5041656,135.75,35.5083351,135.737503,35.5,18,18204
53352519,135.743744,35.5125008,135.75,35.5166664,135.737503,35.5083351,18,18204
53352527,135.71875,35.5208321,135.725006,35.5250015,135.712494,35.5166664,18,18204
53352528,135.731247,35.5208321,135.737503,35.5250015,135.725006,35.5166664,18,18204
53352529,135.743744,35.5208321,135.75,35.5250015,135.737503,35.5166664,18,18204
53352537,135.71875,35.5291672,135.725006,35.5333328,135.712494,35.5250015,18,18204
53352538,135.731247,35.5291672,135.737503,35.5333328,135.725006,35.5250015,18,18204
53352539,135.743744,35.5291672,135.75,35.5333328,135.737503,35.5250015,18,18204
53352546,135.706253,35.5374985,135.712494,35.5416679,135.699997,35.5333328,18,18204
53352547,135.71875,35.5374985,135.725006,35.5416679,135.712494,35.5333328,18,18204
53352548,135.731247,35.5374985,135.737503,35.5416679,135.725006,35.5333328,18,18204
53352549,135.743744,35.5374985,135.75,35.5416679,135.737503,35.5333328,18,18204
53352555,135.693756,35.5458336,135.699997,35.5499992,135.6875,35.5416679,18,18204
53352556,135.706253,35.5458336,135.712494,35.5499992,135.699997,35.5416679,18,18204
53352557,135.71875,35.5458336,135.725006,35.5499992,135.712494,35.5416679,18,18204
53352558,135.731247,35.5458336,135.737503,35.5499992,135.725006,35.5416679,18,18204
53352559,135.743744,35.5458336,135.75,35.5499992,135.737503,35.5416679,18,18204
53352565,135.693756,35.5541649,135.699997,35.5583344,135.6875,35.5499992,18,18204
53352566,135.706253,35.5541649,135.712494,35.5583344,135.699997,35.5499992,18,18204
53352567,135.71875,35.5541649,135.725006,35.5583344,135.712494,35.5499992,18,18204
53352568,135.731247,35.5541649,135.737503,35.5583344,135.725006,35.5499992,18,18204
53352569,135.743744,35.5541649,135.75,35.5583344,135.737503,35.5499992,18,18204
53352576,135.706253,35.5625,135.712494,35.5666656,135.699997,35.5583344,18,18204
53352577,135.71875,35.5625,135.725006,35.5666656,135.712494,35.5583344,18,18204
53352578,135.731247,35.5625,135.737503,35.5666656,135.725006,35.5583344,18,18204
53352579,135.743744,35.5625,135.75,35.5666656,135.737503,35.5583344,18,18204
53352586,135.706253,35.5708351,135.712494,35.5750008,135.699997,35.5666656,18,18204
53352587,135.71875,35.5708351,135.725006,35.5750008,135.712494,35.5666656,18,18204
53352588,135.731247,35.5708351,135.737503,35.5750008,135.725006,35.5666656,18,18204
53352589,135.743744,35.5708351,135.75,35.5750008,135.737503,35.5666656,18,18204
53352600,135.756256,35.5041656,135.762497,35.5083351,135.75,35.5,18,18204
53352601,135.768753,35.5041656,135.774994,35.5083351,135.762497,35.5,18,18204
53352602,135.78125,35.5041656,135.787506,35.5083351,135.774994,35.5,18,18204
53352603,135.793747,35.5041656,135.800003,35.5083351,135.787506,35.5,18,18204
53352604,135.806244,35.5041656,135.8125,35.5083351,135.800003,35.5,18,18204
